#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 04 09 18 15 300  3.6 99.0 99.00 99.00 99.00 999 9999.0   8.6   8.3  -0.4 99.0 99.00
2023 04 09 19 15 310  3.6 99.0 99.00 99.00 99.00 999 9999.0   8.8   8.4   0.5 99.0 99.00
2023 04 09 19 45 340  3.1 99.0 99.00 99.00 99.00 999 9999.0   8.9   8.4   1.2 99.0 99.00
2023 04 09 20 15 260  2.6 99.0 99.00 99.00 99.00 999 9999.0   9.5   8.6   0.8 99.0 99.00
2023 04 09 20 45 300  5.7 99.0 99.00 99.00 99.00 999 9999.0  10.2   8.6  -1.1 99.0 99.00
2023 04 09 21 15 290  6.2 99.0 99.00 99.00 99.00 999 9999.0   9.9   8.4  -1.2 99.0 99.00
2023 04 09 21 45 290  6.2 99.0 99.00 99.00 99.00 999 9999.0   9.6   8.5  -1.2 99.0 99.00
2023 04 09 22 15 290  6.2 99.0 99.00 99.00 99.00 999 9999.0   9.4   8.4  -1.0 99.0 99.00
2023 04 09 22 45 290  6.2 99.0 99.00 99.00 99.00 999 9999.0   9.0   8.5  -0.7 99.0 99.00
2023 04 09 23 15 290  6.2 99.0 99.00 99.00 99.00 999 9999.0   8.4   8.6  -0.9 99.0 99.00
2023 04 09 23 45 290  5.1 99.0 99.00 99.00 99.00 999 9999.0   7.8   8.5  -0.8 99.0 99.00
2023 04 10 00 15 290  5.1 99.0 99.00 99.00 99.00 999 9999.0   7.4   8.5  -0.5 99.0 99.00
2023 04 10 00 45 290  4.6 99.0 99.00 99.00 99.00 999 9999.0   7.1   8.5   0.1 99.0 99.00
2023 04 10 01 15 290  3.6 99.0 99.00 99.00 99.00 999 9999.0   7.0   8.4   0.0 99.0 99.00
2023 04 10 01 45 290  3.6 99.0 99.00 99.00 99.00 999 9999.0   6.8   8.4   0.1 99.0 99.00
2023 04 10 02 15 300  2.6 99.0 99.00 99.00 99.00 999 9999.0   6.7   8.4   0.4 99.0 99.00
2023 04 10 02 45  60  2.6 99.0 99.00 99.00 99.00 999 9999.0   6.7   8.4   0.6 99.0 99.00
2023 04 10 03 15 120  3.1 99.0 99.00 99.00 99.00 999 9999.0   6.5   8.4   0.9 99.0 99.00
2023 04 10 03 45 120  3.1 99.0 99.00 99.00 99.00 999 9999.0   6.5   8.3   1.0 99.0 99.00
2023 04 10 04 15  50  3.1 99.0 99.00 99.00 99.00 999 9999.0   6.3   8.4   1.2 99.0 99.00
2023 04 10 04 45  40  3.1 99.0 99.00 99.00 99.00 999 9999.0   6.5   8.3   1.6 99.0 99.00
2023 04 10 05 15  30  3.1 99.0 99.00 99.00 99.00 999 9999.0   6.7   8.3   1.8 99.0 99.00
2023 04 10 05 45  30  2.6 99.0 99.00 99.00 99.00 999 9999.0   6.7   8.3   1.8 99.0 99.00
2023 04 10 06 15  30  2.6 99.0 99.00 99.00 99.00 999 9999.0   6.4   8.2   1.8 99.0 99.00
2023 04 10 06 45  40  2.6 99.0 99.00 99.00 99.00 999 9999.0   6.3   8.2   1.5 99.0 99.00
2023 04 10 07 15  40  3.1 99.0 99.00 99.00 99.00 999 9999.0   6.3   8.2   1.8 99.0 99.00
2023 04 10 07 45  40  4.1 99.0 99.00 99.00 99.00 999 9999.0   6.8   8.2   2.2 99.0 99.00
2023 04 10 08 15  30  3.6 99.0 99.00 99.00 99.00 999 9999.0   6.9   8.1   2.4 99.0 99.00
2023 04 10 08 45  10  2.6 99.0 99.00 99.00 99.00 999 9999.0   6.9   8.2   2.2 99.0 99.00
2023 04 10 09 15 360  3.1 99.0 99.00 99.00 99.00 999 9999.0   6.9   8.2   1.9 99.0 99.00
2023 04 10 09 45 310  4.1 99.0 99.00 99.00 99.00 999 9999.0   7.0   8.1   1.7 99.0 99.00
2023 04 10 10 15 290  3.6 99.0 99.00 99.00 99.00 999 9999.0   6.2   8.1   2.3 99.0 99.00
2023 04 10 10 45 300  3.6 99.0 99.00 99.00 99.00 999 9999.0   6.0   8.1   2.3 99.0 99.00
2023 04 10 11 15 300  3.6 99.0 99.00 99.00 99.00 999 9999.0   6.2   8.1   2.5 99.0 99.00
2023 04 10 11 45 300  3.6 99.0 99.00 99.00 99.00 999 9999.0   6.7   8.2   2.5 99.0 99.00
2023 04 10 12 15 310  3.6 99.0 99.00 99.00 99.00 999 9999.0   7.3   8.2   2.6 99.0 99.00
2023 04 10 12 45 310  5.7 99.0 99.00 99.00 99.00 999 9999.0   8.9   8.2  -1.1 99.0 99.00
2023 04 10 13 15 300  5.7 99.0 99.00 99.00 99.00 999 9999.0   9.4   8.3  -1.0 99.0 99.00
2023 04 10 13 45 300  4.6 99.0 99.00 99.00 99.00 999 9999.0   9.6   8.4   0.7 99.0 99.00
2023 04 10 14 15 310  3.6 99.0 99.00 99.00 99.00 999 9999.0   9.8   8.4   1.2 99.0 99.00
2023 04 10 14 45 320  3.1 99.0 99.00 99.00 99.00 999 9999.0  10.2   8.6   2.2 99.0 99.00
2023 04 10 15 15  20  3.6 99.0 99.00 99.00 99.00 999 9999.0  10.3   8.7   2.8 99.0 99.00
2023 04 10 15 45  40  4.1 99.0 99.00 99.00 99.00 999 9999.0  10.7   8.8   2.6 99.0 99.00
2023 04 10 16 15 100  4.1 99.0 99.00 99.00 99.00 999 9999.0  11.2   8.8   2.9 99.0 99.00
2023 04 10 16 45 120  4.1 99.0 99.00 99.00 99.00 999 9999.0  12.0   8.6   2.2 99.0 99.00
2023 04 10 17 15 120  4.1 99.0 99.00 99.00 99.00 999 9999.0  12.4   8.5   1.7 99.0 99.00
2023 04 10 17 45 120  3.6 99.0 99.00 99.00 99.00 999 9999.0  12.7   8.7   2.3 99.0 99.00
2023 04 10 18 15 120  4.1 99.0 99.00 99.00 99.00 999 9999.0  13.1   9.0   2.3 99.0 99.00
2023 04 10 18 45 130  4.1 99.0 99.00 99.00 99.00 999 9999.0  13.9   9.0   1.7 99.0 99.00
2023 04 10 19 15 130  4.6 99.0 99.00 99.00 99.00 999 9999.0  13.9   8.9   2.2 99.0 99.00
2023 04 10 19 45  30  4.1 99.0 99.00 99.00 99.00 999 9999.0  14.3   8.9   2.9 99.0 99.00
2023 04 10 20 15 310  5.7 99.0 99.00 99.00 99.00 999 9999.0  13.9   9.1   3.2 99.0 99.00
2023 04 10 20 45 310  5.7 99.0 99.00 99.00 99.00 999 9999.0  13.9   9.1   3.0 99.0 99.00
2023 04 10 21 15 300  5.7 99.0 99.00 99.00 99.00 999 9999.0  14.0   9.0   2.8 99.0 99.00
2023 04 10 21 45 300  6.2 99.0 99.00 99.00 99.00 999 9999.0  13.8   9.0   2.4 99.0 99.00
2023 04 10 22 15 290  5.7 99.0 99.00 99.00 99.00 999 9999.0  13.4   9.2   3.2 99.0 99.00
2023 04 10 22 45 290  4.6 99.0 99.00 99.00 99.00 999 9999.0  12.5   9.2   4.1 99.0 99.00
2023 04 10 23 15 290  6.7 99.0 99.00 99.00 99.00 999 9999.0  12.3   9.2   2.8 99.0 99.00
2023 04 10 23 45 280  5.1 99.0 99.00 99.00 99.00 999 9999.0  11.9   9.0   3.0 99.0 99.00
2023 04 11 00 15 280  2.1 99.0 99.00 99.00 99.00 999 9999.0  11.1   9.0   3.7 99.0 99.00
2023 04 11 00 45 280  2.1 99.0 99.00 99.00 99.00 999 9999.0  11.0   8.9   3.3 99.0 99.00
2023 04 11 01 15 290  2.1 99.0 99.00 99.00 99.00 999 9999.0  10.6   8.9   4.2 99.0 99.00
2023 04 11 01 45 270  2.1 99.0 99.00 99.00 99.00 999 9999.0  10.3   8.8   4.5 99.0 99.00
2023 04 11 02 15 290  2.1 99.0 99.00 99.00 99.00 999 9999.0  10.2   8.8   4.6 99.0 99.00
2023 04 11 02 45 300  2.1 99.0 99.00 99.00 99.00 999 9999.0  10.0   8.8   4.9 99.0 99.00
2023 04 11 03 15 200  1.0 99.0 99.00 99.00 99.00 999 9999.0   9.6   8.8   5.3 99.0 99.00
2023 04 11 03 45   0  0.0 99.0 99.00 99.00 99.00 999 9999.0   9.1   8.7   5.6 99.0 99.00
2023 04 11 04 15 340  1.0 99.0 99.00 99.00 99.00 999 9999.0   8.7   8.7   5.5 99.0 99.00
2023 04 11 04 45 300  1.5 99.0 99.00 99.00 99.00 999 9999.0   8.6   8.7   5.8 99.0 99.00
2023 04 11 05 15 270  1.0 99.0 99.00 99.00 99.00 999 9999.0   8.5   8.7   6.1 99.0 99.00
2023 04 11 05 30 260  1.0 99.0 99.00 99.00 99.00 999 9999.0   8.2   8.7   5.8 99.0 99.00
2023 04 11 06 15 160  1.0 99.0 99.00 99.00 99.00 999 9999.0   7.9   8.6   5.7 99.0 99.00
2023 04 11 06 45 120  3.6 99.0 99.00 99.00 99.00 999 9999.0   9.9   8.6   5.2 99.0 99.00
2023 04 11 07 15 120  4.1 99.0 99.00 99.00 99.00 999 9999.0  10.8   8.6   4.0 99.0 99.00
2023 04 11 08 15 120  4.1 99.0 99.00 99.00 99.00 999 9999.0  10.9   8.5   3.2 99.0 99.00
2023 04 11 08 45 110  4.1 99.0 99.00 99.00 99.00 999 9999.0  10.5   8.5   3.6 99.0 99.00
2023 04 11 09 15  10  3.6 99.0 99.00 99.00 99.00 999 9999.0  10.4   8.5   3.5 99.0 99.00
2023 04 11 09 45 310  3.1 99.0 99.00 99.00 99.00 999 9999.0   9.7   8.5   4.1 99.0 99.00
2023 04 11 10 15 290  3.1 99.0 99.00 99.00 99.00 999 9999.0   9.6   8.5   4.1 99.0 99.00
2023 04 11 10 45 290  4.1 99.0 99.00 99.00 99.00 999 9999.0  10.0   8.6   3.5 99.0 99.00
2023 04 11 11 15 300  3.1 99.0 99.00 99.00 99.00 999 9999.0  10.1   8.5   3.7 99.0 99.00
2023 04 11 11 45 310  3.1 99.0 99.00 99.00 99.00 999 9999.0  10.2   8.5   3.7 99.0 99.00
2023 04 11 12 15 300  2.6 99.0 99.00 99.00 99.00 999 9999.0  10.1   8.6   4.5 99.0 99.00
2023 04 11 12 45 290  4.1 99.0 99.00 99.00 99.00 999 9999.0  10.7   8.6   4.1 99.0 99.00
2023 04 11 13 15 290  5.1 99.0 99.00 99.00 99.00 999 9999.0  11.3   8.7   3.8 99.0 99.00
2023 04 11 13 45 290  4.6 99.0 99.00 99.00 99.00 999 9999.0  11.5   8.8   4.2 99.0 99.00
2023 04 11 14 15 280  4.1 99.0 99.00 99.00 99.00 999 9999.0  11.7   9.0   4.9 99.0 99.00
2023 04 11 14 45 290  4.1 99.0 99.00 99.00 99.00 999 9999.0  12.1   8.9   5.1 99.0 99.00
2023 04 11 15 15 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  12.8   8.9   4.6 99.0 99.00
2023 04 11 15 45 310  4.1 99.0 99.00 99.00 99.00 999 9999.0  13.6   9.1   4.1 99.0 99.00
2023 04 11 16 15  50  3.6 99.0 99.00 99.00 99.00 999 9999.0  14.6   8.7   3.8 99.0 99.00
2023 04 11 16 45  50  4.6 99.0 99.00 99.00 99.00 999 9999.0  15.6   9.1   3.9 99.0 99.00
2023 04 11 17 15  40  5.1 99.0 99.00 99.00 99.00 999 9999.0  16.0   9.0   4.1 99.0 99.00
2023 04 11 17 45  40  5.1 99.0 99.00 99.00 99.00 999 9999.0  16.2   9.1   4.3 99.0 99.00
2023 04 11 18 00 100  5.1 99.0 99.00 99.00 99.00 999 9999.0  17.2   9.1   3.3 99.0 99.00
2023 04 11 18 45 280  7.7 99.0 99.00 99.00 99.00 999 9999.0  18.2   9.1   1.7 99.0 99.00
2023 04 11 19 15 330  7.2 99.0 99.00 99.00 99.00 999 9999.0  18.3   9.0   1.3 99.0 99.00
2023 04 11 19 45 330  6.7 99.0 99.00 99.00 99.00 999 9999.0  18.6   8.9   1.9 99.0 99.00
2023 04 11 20 15 300  7.7 99.0 99.00 99.00 99.00 999 9999.0  18.2   8.9   1.9 99.0 99.00
2023 04 11 20 45 330  5.7 99.0 99.00 99.00 99.00 999 9999.0  17.4   8.8   2.7 99.0 99.00
2023 04 11 21 15 330  7.2 99.0 99.00 99.00 99.00 999 9999.0  17.9   8.9   2.5 99.0 99.00
2023 04 11 21 45 310  7.7 99.0 99.00 99.00 99.00 999 9999.0  18.2   8.8   2.3 99.0 99.00
2023 04 11 22 15 310  7.2 99.0 99.00 99.00 99.00 999 9999.0  17.9   8.8   2.4 99.0 99.00
2023 04 11 22 45 300  7.2 99.0 99.00 99.00 99.00 999 9999.0  17.5   8.8   2.9 99.0 99.00
2023 04 11 23 15 300  6.2 99.0 99.00 99.00 99.00 999 9999.0  17.1   9.0   3.2 99.0 99.00
2023 04 11 23 45 300  5.7 99.0 99.00 99.00 99.00 999 9999.0  17.2   9.0   3.2 99.0 99.00
2023 04 12 00 15 300  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.8   8.9   3.4 99.0 99.00
2023 04 12 00 45 310  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.4   8.9   3.7 99.0 99.00
2023 04 12 01 15 300  5.7 99.0 99.00 99.00 99.00 999 9999.0  16.0   9.1   4.0 99.0 99.00
2023 04 12 01 45 300  5.7 99.0 99.00 99.00 99.00 999 9999.0  15.3   9.0   4.3 99.0 99.00
2023 04 12 02 15 300  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.1   8.9   3.9 99.0 99.00
2023 04 12 02 45 300  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.1   8.9   3.8 99.0 99.00
2023 04 12 03 15 310  5.7 99.0 99.00 99.00 99.00 999 9999.0  15.4   8.9   4.0 99.0 99.00
2023 04 12 03 45 310  4.6 99.0 99.00 99.00 99.00 999 9999.0  14.5   8.9   4.6 99.0 99.00
2023 04 12 04 15 310  5.7 99.0 99.00 99.00 99.00 999 9999.0  15.5   8.9   3.7 99.0 99.00
2023 04 12 04 45 310  5.1 99.0 99.00 99.00 99.00 999 9999.0  16.0   8.9   3.3 99.0 99.00
2023 04 12 05 15 310  5.7 99.0 99.00 99.00 99.00 999 9999.0  15.7   8.9   3.5 99.0 99.00
2023 04 12 05 45 310  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.1   8.9   3.2 99.0 99.00
2023 04 12 06 15 330  5.1 99.0 99.00 99.00 99.00 999 9999.0  15.4   8.8   3.6 99.0 99.00
2023 04 12 06 45 310  6.2 99.0 99.00 99.00 99.00 999 9999.0  15.4   8.8   3.8 99.0 99.00
2023 04 12 07 15 320  6.2 99.0 99.00 99.00 99.00 999 9999.0  15.5   8.8   3.8 99.0 99.00
2023 04 12 07 45 300  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.0   8.8   3.8 99.0 99.00
2023 04 12 08 15 310  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.0   8.8   3.8 99.0 99.00
2023 04 12 08 45 310  5.7 99.0 99.00 99.00 99.00 999 9999.0  16.0   8.8   3.8 99.0 99.00
2023 04 12 09 15 310  5.1 99.0 99.00 99.00 99.00 999 9999.0  16.0   8.8   3.9 99.0 99.00
2023 04 12 09 45 310  6.2 99.0 99.00 99.00 99.00 999 9999.0  16.4   8.8   4.2 99.0 99.00
2023 04 12 10 15 310  6.7 99.0 99.00 99.00 99.00 999 9999.0  16.5   8.8   4.1 99.0 99.00
2023 04 12 10 45 320  5.1 99.0 99.00 99.00 99.00 999 9999.0  16.2   8.8   4.3 99.0 99.00
2023 04 12 11 15 310  5.1 99.0 99.00 99.00 99.00 999 9999.0  16.0   8.9   4.5 99.0 99.00
2023 04 12 11 45 310  5.1 99.0 99.00 99.00 99.00 999 9999.0  16.2   8.9   4.3 99.0 99.00
2023 04 12 12 15 310  4.6 99.0 99.00 99.00 99.00 999 9999.0  16.3   8.9   4.6 99.0 99.00
2023 04 12 12 45 320  4.1 99.0 99.00 99.00 99.00 999 9999.0  16.7   8.9   4.8 99.0 99.00
2023 04 12 13 15 350  4.6 99.0 99.00 99.00 99.00 999 9999.0  17.5   9.1   4.8 99.0 99.00
2023 04 12 13 45 360  5.7 99.0 99.00 99.00 99.00 999 9999.0  18.1   9.2   5.1 99.0 99.00
2023 04 12 14 15 350  5.7 99.0 99.00 99.00 99.00 999 9999.0  17.5   9.2   5.5 99.0 99.00
2023 04 12 14 45 310  8.2 99.0 99.00 99.00 99.00 999 9999.0  18.8   9.2   5.6 99.0 99.00
2023 04 12 15 15 310  7.2 99.0 99.00 99.00 99.00 999 9999.0  18.5   9.2   5.9 99.0 99.00
2023 04 12 15 45 310  6.7 99.0 99.00 99.00 99.00 999 9999.0  20.1   9.2   5.9 99.0 99.00
2023 04 12 16 15 310  7.2 99.0 99.00 99.00 99.00 999 9999.0  20.2   9.2   6.0 99.0 99.00
2023 04 12 16 45 300  6.7 99.0 99.00 99.00 99.00 999 9999.0  21.5   9.3   6.0 99.0 99.00
2023 04 12 17 45 320  5.7 99.0 99.00 99.00 99.00 999 9999.0  21.7   9.4   5.8 99.0 99.00
2023 04 12 18 15 300  8.2 99.0 99.00 99.00 99.00 999 9999.0  22.4   9.4   5.2 99.0 99.00
2023 04 12 18 45 290  5.7 99.0 99.00 99.00 99.00 999 9999.0  22.4   9.4   5.7 99.0 99.00
2023 04 12 19 15 300  7.2 99.0 99.00 99.00 99.00 999 9999.0  22.3   9.3   5.7 99.0 99.00
2023 04 12 19 30 300  7.2 99.0 99.00 99.00 99.00 999 9999.0  22.9   9.5   5.6 99.0 99.00
2023 04 12 20 15 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  22.3   9.3   6.0 99.0 99.00
2023 04 12 20 45 310  5.7 99.0 99.00 99.00 99.00 999 9999.0  22.1   9.3   5.9 99.0 99.00
2023 04 12 21 15 290  6.2 99.0 99.00 99.00 99.00 999 9999.0  23.2   9.3   5.8 99.0 99.00
2023 04 12 21 30 300  6.7 99.0 99.00 99.00 99.00 999 9999.0  23.0   9.4   6.2 99.0 99.00
2023 04 12 21 45 310  6.7 99.0 99.00 99.00 99.00 999 9999.0  23.8   9.4   6.3 99.0 99.00
2023 04 12 22 15 310  6.2 99.0 99.00 99.00 99.00 999 9999.0  23.0   9.5   6.7 99.0 99.00
2023 04 12 22 45 310  3.6 99.0 99.00 99.00 99.00 999 9999.0  22.7   9.4   6.8 99.0 99.00
2023 04 12 23 15 310  4.1 99.0 99.00 99.00 99.00 999 9999.0  22.8   9.4   6.9 99.0 99.00
2023 04 12 23 30 320  4.1 99.0 99.00 99.00 99.00 999 9999.0  22.9   9.4   6.8 99.0 99.00
2023 04 13 00 15 360  3.1 99.0 99.00 99.00 99.00 999 9999.0  24.5   9.4   6.6 99.0 99.00
2023 04 13 00 45 310  3.1 99.0 99.00 99.00 99.00 999 9999.0  24.4   9.4   6.2 99.0 99.00
2023 04 13 01 15 290  4.1 99.0 99.00 99.00 99.00 999 9999.0  19.9   9.4   6.9 99.0 99.00
2023 04 13 01 45 290  3.1 99.0 99.00 99.00 99.00 999 9999.0  19.8   9.9   7.0 99.0 99.00
2023 04 13 02 15 270  1.5 99.0 99.00 99.00 99.00 999 9999.0  19.7  10.0   7.3 99.0 99.00
2023 04 13 02 45 280  2.1 99.0 99.00 99.00 99.00 999 9999.0  18.9   9.8   7.2 99.0 99.00
2023 04 13 03 15 280  3.6 99.0 99.00 99.00 99.00 999 9999.0  20.6  10.0   7.6 99.0 99.00
2023 04 13 03 45 320  2.6 99.0 99.00 99.00 99.00 999 9999.0  17.5  10.0   7.9 99.0 99.00
2023 04 13 04 15  90  0.5 99.0 99.00 99.00 99.00 999 9999.0  16.5  10.0   7.7 99.0 99.00
2023 04 13 04 45  40  1.5 99.0 99.00 99.00 99.00 999 9999.0  15.7   9.7   7.9 99.0 99.00
2023 04 13 05 15 340  2.1 99.0 99.00 99.00 99.00 999 9999.0  15.5   9.9   8.1 99.0 99.00
2023 04 13 05 45 140  1.5 99.0 99.00 99.00 99.00 999 9999.0  14.4   9.9   8.0 99.0 99.00
2023 04 13 06 15  70  1.0 99.0 99.00 99.00 99.00 999 9999.0  14.7   9.8   8.3 99.0 99.00
2023 04 13 06 45 220  1.0 99.0 99.00 99.00 99.00 999 9999.0  15.0   9.6   8.3 99.0 99.00
2023 04 13 07 15 240  1.0 99.0 99.00 99.00 99.00 999 9999.0  12.4   9.5   8.0 99.0 99.00
2023 04 13 07 30  30  1.5 99.0 99.00 99.00 99.00 999 9999.0  12.7   9.5   8.1 99.0 99.00
2023 04 13 08 15  60  1.0 99.0 99.00 99.00 99.00 999 9999.0  14.0   9.4   8.4 99.0 99.00
2023 04 13 08 45 190  1.0 99.0 99.00 99.00 99.00 999 9999.0  12.6   9.3   8.1 99.0 99.00
2023 04 13 09 15 180  2.1 99.0 99.00 99.00 99.00 999 9999.0  11.9   9.3   8.1 99.0 99.00
2023 04 13 09 45 170  3.1 99.0 99.00 99.00 99.00 999 9999.0  12.2   9.3   8.1 99.0 99.00
2023 04 13 10 15 130  3.6 99.0 99.00 99.00 99.00 999 9999.0  13.8   9.3   7.9 99.0 99.00
2023 04 13 10 45 160  2.6 99.0 99.00 99.00 99.00 999 9999.0  14.2   9.3   7.9 99.0 99.00
2023 04 13 11 15 290  2.1 99.0 99.00 99.00 99.00 999 9999.0  14.9   9.7   7.8 99.0 99.00
2023 04 13 11 45 290  3.1 99.0 99.00 99.00 99.00 999 9999.0  15.2   9.6   7.8 99.0 99.00
2023 04 13 12 15 280  2.6 99.0 99.00 99.00 99.00 999 9999.0  18.4   9.8   7.4 99.0 99.00
2023 04 13 12 45 260  2.1 99.0 99.00 99.00 99.00 999 9999.0  18.2   9.6   8.0 99.0 99.00
2023 04 13 13 15 250  1.5 99.0 99.00 99.00 99.00 999 9999.0  18.6  10.0   8.3 99.0 99.00
2023 04 13 13 45 280  2.1 99.0 99.00 99.00 99.00 999 9999.0  19.5  10.1   8.3 99.0 99.00
2023 04 13 14 15 290  3.1 99.0 99.00 99.00 99.00 999 9999.0  21.4   9.9   8.1 99.0 99.00
2023 04 13 14 45 280  4.1 99.0 99.00 99.00 99.00 999 9999.0  21.1  10.4   8.4 99.0 99.00
2023 04 13 15 15 280  4.1 99.0 99.00 99.00 99.00 999 9999.0  19.2  10.2   9.1 99.0 99.00
2023 04 13 15 45 280  3.6 99.0 99.00 99.00 99.00 999 9999.0  19.1  10.7   9.2 99.0 99.00
2023 04 13 16 15 290  2.6 99.0 99.00 99.00 99.00 999 9999.0  22.1  10.7   9.0 99.0 99.00
2023 04 13 16 45 320  3.1 99.0 99.00 99.00 99.00 999 9999.0  23.4  10.8   9.2 99.0 99.00
2023 04 13 17 15 290  3.1 99.0 99.00 99.00 99.00 999 9999.0  21.6  11.2   9.4 99.0 99.00
2023 04 13 17 45 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  22.1  11.4   9.3 99.0 99.00
2023 04 13 18 15 290  3.1 99.0 99.00 99.00 99.00 999 9999.0  20.7  11.2   9.7 99.0 99.00
2023 04 13 18 45 140  3.6 99.0 99.00 99.00 99.00 999 9999.0  22.5  10.8   9.5 99.0 99.00
2023 04 13 19 15 130  3.6 99.0 99.00 99.00 99.00 999 9999.0  21.8  10.3   9.4 99.0 99.00
2023 04 13 19 45 130  5.7 99.0 99.00 99.00 99.00 999 9999.0  21.8  10.4   9.4 99.0 99.00
2023 04 13 20 15 140  5.1 99.0 99.00 99.00 99.00 999 9999.0  20.6  11.0   9.6 99.0 99.00
2023 04 13 20 45 300  5.1 99.0 99.00 99.00 99.00 999 9999.0  20.9  11.2   9.4 99.0 99.00
2023 04 13 21 15 330  5.1 99.0 99.00 99.00 99.00 999 9999.0  21.3  11.3   9.3 99.0 99.00
2023 04 13 21 45 310  5.1 99.0 99.00 99.00 99.00 999 9999.0  21.2  11.2   9.2 99.0 99.00
2023 04 13 22 15 270  4.1 99.0 99.00 99.00 99.00 999 9999.0  20.1  11.1   9.2 99.0 99.00
2023 04 13 22 45 300  5.1 99.0 99.00 99.00 99.00 999 9999.0  21.1  11.1   9.0 99.0 99.00
2023 04 13 23 15 300  5.1 99.0 99.00 99.00 99.00 999 9999.0  19.6  10.7   8.9 99.0 99.00
2023 04 13 23 45 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  21.1  10.6   8.6 99.0 99.00
2023 04 14 00 15 300  3.6 99.0 99.00 99.00 99.00 999 9999.0  17.3  10.4   9.1 99.0 99.00
2023 04 14 00 45 290  3.6 99.0 99.00 99.00 99.00 999 9999.0  17.8  10.7   9.0 99.0 99.00
2023 04 14 01 15 290  3.6 99.0 99.00 99.00 99.00 999 9999.0  18.2  10.7   9.1 99.0 99.00
2023 04 14 01 45 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  18.1  10.4   9.2 99.0 99.00
2023 04 14 02 15 300  4.6 99.0 99.00 99.00 99.00 999 9999.0  18.2  10.3   9.4 99.0 99.00
2023 04 14 02 45 290  4.1 99.0 99.00 99.00 99.00 999 9999.0  17.8  10.6   9.4 99.0 99.00
2023 04 14 03 15 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  19.4  10.9   9.2 99.0 99.00
2023 04 14 03 45 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  20.0  11.0   9.1 99.0 99.00
2023 04 14 04 15 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  20.3  10.5   8.9 99.0 99.00
2023 04 14 04 45 310  5.1 99.0 99.00 99.00 99.00 999 9999.0  19.1  10.4   8.9 99.0 99.00
2023 04 14 05 15 300  4.6 99.0 99.00 99.00 99.00 999 9999.0  17.5  10.3   8.8 99.0 99.00
2023 04 14 05 45 310  5.1 99.0 99.00 99.00 99.00 999 9999.0  18.4  10.4   8.8 99.0 99.00
2023 04 14 06 15 290  4.1 99.0 99.00 99.00 99.00 999 9999.0  17.4  10.4   8.8 99.0 99.00
2023 04 14 06 45 300  4.1 99.0 99.00 99.00 99.00 999 9999.0  17.7  10.3   8.6 99.0 99.00
2023 04 14 07 15 310  4.1 99.0 99.00 99.00 99.00 999 9999.0  18.4  10.3   8.4 99.0 99.00
2023 04 14 07 45  50  3.6 99.0 99.00 99.00 99.00 999 9999.0  20.8  10.2   7.9 99.0 99.00
2023 04 14 08 15 120  3.6 99.0 99.00 99.00 99.00 999 9999.0  19.0  10.1   8.1 99.0 99.00
2023 04 14 08 45 130  3.1 99.0 99.00 99.00 99.00 999 9999.0  17.8  10.1   8.0 99.0 99.00
2023 04 14 09 15 130  3.1 99.0 99.00 99.00 99.00 999 9999.0  16.5  10.1   7.9 99.0 99.00
2023 04 14 09 45 190  2.6 99.0 99.00 99.00 99.00 999 9999.0  15.5  10.1   8.2 99.0 99.00
2023 04 14 10 15 100  1.5 99.0 99.00 99.00 99.00 999 9999.0  17.3  10.2   7.9 99.0 99.00
2023 04 14 10 30  30  1.5 99.0 99.00 99.00 99.00 999 9999.0  14.7  10.2   8.5 99.0 99.00
2023 04 14 10 45 150  1.5 99.0 99.00 99.00 99.00 999 9999.0  13.9  10.1   8.6 99.0 99.00
2023 04 14 11 30 220  1.0 99.0 99.00 99.00 99.00 999 9999.0  15.4  10.1   8.8 99.0 99.00
2023 04 14 12 00 220  1.0 99.0 99.00 99.00 99.00 999 9999.0  13.9  10.0   8.9 99.0 99.00
2023 04 14 12 45 320  2.6 99.0 99.00 99.00 99.00 999 9999.0  17.1  10.1   8.8 99.0 99.00
2023 04 14 13 15 200  1.0 99.0 99.00 99.00 99.00 999 9999.0  17.2  10.5   9.6 99.0 99.00
2023 04 14 13 45 260  1.5 99.0 99.00 99.00 99.00 999 9999.0  20.1  10.4   9.1 99.0 99.00
2023 04 14 14 15 240  1.0 99.0 99.00 99.00 99.00 999 9999.0  22.4  10.7   8.8 99.0 99.00
