5958-794086
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1664971200, +3.49, +19.313,    213,  +1.0,  +1.6, +109.4, +104.9,   +0.0,  248.1,  +0.8
 1664982000, +3.49, +19.834,    214,  +1.0,  +1.6, +134.6, +133.7,   +0.0,  219.6,  +0.8
 1664992800, +3.49, +19.313,    215,  +1.0,  +1.6, +103.5, +103.5,   +0.0,  248.0,  +0.8
 1665003600, +3.49, +20.095,    216,  +1.0,  +1.6, +132.8, +132.8,   +0.0,  242.8,  +0.8
 1665014400, +3.45, +19.834,    217,  +1.0,  +1.6, +201.2, +116.0,   +0.0,  245.8,  +0.6
 1665025200, +3.49, +20.616,    218,  +1.0,  +1.6, +102.6, +102.6,   +0.0,  247.7,  +0.8
 1665036000, +3.49, +20.355,    219,  +1.0,  +1.6, +133.4, +133.4,   +0.0,  216.1,  +0.8
 1665046800, +3.49, +19.834,    220,  +1.0,  +1.6, +101.5,  +99.8,   +0.0,  247.8,  +0.8
 1665057600, +3.49, +19.573,    221,  +1.0,  +1.6, +132.8, +132.8,   +0.0,  216.1,  +0.8
