5958-794086
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1663221600, +3.51, +27.133,     51,  +6.2,  +6.5,  +95.3,  +85.1, +100.1,  224.1,  +0.9
 1663232400, +3.47, +27.393,     52,  +6.8,  +6.4,  +97.1,  +83.2,  +99.9,  224.9,  +1.0
 1663243200, +3.51, +27.393,     53,  +6.8,  +6.3,  +82.6,  +81.2, +105.7,  218.0,  +0.9
 1663254000, +3.51, +26.872,     54,  +6.8,  +6.0,  +80.1,  +75.8,  +89.3,  204.1,  +1.0
 1663264800, +3.52, +26.611,     55,  +6.8,  +6.1,  +81.4,  +75.8,  +89.6,  206.8,  +1.0
 1663275600, +3.52, +26.351,     56,  +6.8,  +6.2,  +87.5,  +78.0,  +93.3,  208.8,  +1.0
 1663286400, +3.47, +26.872,     57,  +7.1,  +6.9,  +93.2, +108.0, +130.6,  223.7,  +1.0
 1663297200, +3.51, +26.872,     58,  +7.1,  +6.6,  +82.7,  +90.2, +113.2,  209.4,  +0.9
 1663308000, +3.51, +26.351,     59,  +7.1,  +6.4,  +90.2,  +87.8, +107.7,  209.9,  +1.0
