5958-794086
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1667595600, +3.49, +20.877,    456,  +1.0,  +1.6, +213.9, +213.9,   +0.0,  247.0,  +0.8
 1667606400, +3.44, +20.877,    457,  +1.0,  +1.6, +246.9, +233.5,   +0.0,  246.2,  +0.6
 1667617200, +3.48, +20.616,    458,  +1.0,  +1.6, +240.5, +240.5,   +0.0,  247.3,  +0.8
 1667628000, +3.48, +20.095,    459,  +1.0,  +1.6, +221.4, +221.4,   +0.0,  247.2,  +0.8
 1667638800, +3.48, +19.834,    460,  +1.0,  +1.6, +234.5, +234.5,   +0.0,  247.3,  +0.8
 1667649600, +3.49, +20.355,    461,  +1.0,  +1.6, +222.0, +222.0,   +0.0,  247.5,  +0.8
 1667660400, +3.44, +20.355,    462,  +1.0,  +1.6, +247.0, +234.6,   +0.0,  246.0,  +0.6
 1667671200, +3.48, +20.616,    463,  +1.0,  +1.6, +232.2, +232.2,   +0.0,  246.8,  +0.8
 1667682000, +3.49, +21.398,    464,  +1.0,  +1.6, +227.7, +227.7,   +0.0,  246.6,  +0.8
