5958-794086
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1664485200, +3.49, +24.005,    168,  +6.7,  +6.7, +173.2, +135.8, +163.4,  216.3,  +0.9
 1664496000, +3.49, +23.744,    169,  +6.7,  +6.9, +127.8, +160.8, +194.4,  201.0,  +0.8
 1664506800, +3.49, +23.223,    170,  +6.7,  +5.3, +150.1, +126.8, +229.1,  243.6,  +0.9
 1664517600, +3.49, +23.223,    171,  +6.7,  +6.2, +123.1, +161.2, +202.0,  205.3,  +0.8
 1664528400, +3.45, +23.744,    172,  +5.0,  +7.9, +159.6, +132.9, +145.5,  207.4,  +0.9
 1664539200, +3.49, +23.744,    173,  +5.0, +10.4, +164.2, +164.9, +185.4,  202.8,  +0.8
 1664550000, +3.49, +22.962,    174,  +5.0,  +2.3, +182.3, +188.6, +201.9,  244.1,  +0.8
 1664560800, +3.49, +23.223,    175,  +5.0,  +2.1, +186.0, +195.9, +215.0,  244.3,  +0.7
 1664571600, +3.50, +22.962,    176,  +5.0,  +2.0, +197.4, +205.6, +205.6,  244.2,  +0.8
