5958-794086
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1666526400, +3.44, +20.355,    357,  +1.0,  +1.6, +247.1, +206.1,   +0.0,  246.6,  +0.7
 1666537200, +3.48, +20.616,    358,  +1.0,  +1.6, +219.5, +219.5,   +0.0,  247.4,  +0.8
 1666548000, +3.49, +20.616,    359,  +1.0,  +1.6, +199.6, +199.6,   +0.0,  247.2,  +0.8
 1666558800, +3.49, +19.834,    360,  +1.0,  +1.6, +232.7, +232.7,   +0.0,  247.4,  +0.8
 1666569600, +3.49, +20.355,    361,  +1.0,  +1.6, +218.6, +218.6,   +0.0,  247.5,  +0.8
 1666580400, +3.44, +20.616,    362,  +1.0,  +1.6, +247.0, +213.0,   +0.0,  246.5,  +0.7
 1666591200, +3.48, +20.355,    363,  +1.0,  +1.6, +203.5, +203.5,   +0.0,  247.5,  +0.8
 1666602000, +3.48, +20.355,    364,  +1.0,  +1.6, +202.8, +202.8,   +0.0,  247.6,  +0.8
 1666612800, +3.49, +19.573,    365,  +1.0,  +1.6, +192.1, +192.1,   +0.0,  247.9,  +0.8
