5958-175373
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1665360000, +3.50, +23.188,    237,  +5.9,  +5.9,  +80.2,  +64.6,  +73.9,  223.2,  +1.1
 1665370800, +3.50, +23.440,    238,  +5.9,  +5.9,  +77.2,  +65.8,  +77.2,  227.3,  +1.1
 1665381600, +3.50, +23.440,    239,  +5.9,  +5.9,  +80.1,  +65.1,  +75.5,  218.2,  +1.1
 1665392400, +3.44, +23.945,    240,  +5.9,  +5.8,  +89.1,  +62.6,  +68.3,  209.9,  +1.0
 1665403200, +3.49, +23.188,    241,  +5.9,  +5.9,  +77.1,  +66.2,  +77.9,  225.4,  +1.1
 1665414000, +3.49, +23.188,    242,  +5.9,  +5.9,  +80.7,  +65.4,  +75.2,  218.3,  +1.1
 1665424800, +3.50, +23.693,    243,  +5.9,  +5.9,  +78.2,  +66.5,  +78.8,  224.2,  +1.1
 1665435600, +3.50, +23.440,    244,  +5.9,  +5.9,  +80.4,  +65.3,  +73.9,  220.0,  +1.1
 1665446400, +3.44, +23.693,    245,  +5.9,  +5.8,  +88.8,  +62.9,  +69.0,  206.4,  +1.0
