5958-175373
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1663124400, +3.47, +29.495,     30,  +5.7,  +5.7,  +87.7,  +55.0,  +63.3,  225.7,  +0.9
 1663135200, +3.53, +29.748,     31,  +5.7,  +5.7,  +73.8,  +56.4,  +65.2,  224.4,  +1.1
 1663146000, +3.53, +29.748,     32,  +5.7,  +5.7,  +75.0,  +57.0,  +66.2,  213.3,  +1.1
 1663156800, +3.53, +29.495,     33,  +5.7,  +5.7,  +73.3,  +56.6,  +65.0,  226.4,  +1.1
 1663167600, +3.53, +29.748,     34,  +5.7,  +5.7,  +74.2,  +56.6,  +66.3,  213.5,  +1.1
 1663178400, +3.48, +29.495,     35,  +5.7,  +5.7,  +83.8,  +54.9,  +61.2,  227.5,  +1.0
 1663189200, +3.53, +29.748,     36,  +5.7,  +5.7,  +74.3,  +56.5,  +65.4,  225.5,  +1.1
 1663200000, +3.53, +29.748,     37,  +5.7,  +5.7,  +74.6,  +56.0,  +63.6,  218.0,  +1.1
 1663210800, +3.53, +29.748,     38,  +5.7,  +5.7,  +73.6,  +56.4,  +65.0,  227.0,  +1.1
