5958-175373
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1666915200, +3.49, +23.945,    381,  +6.0,  +6.0,  +76.9,  +68.9,  +81.7,  226.0,  +1.0
 1666926000, +3.49, +23.693,    382,  +6.0,  +5.9,  +82.1,  +65.3,  +76.2,  210.6,  +1.0
 1666936800, +3.49, +23.188,    383,  +6.0,  +6.0,  +77.0,  +68.8,  +81.6,  230.8,  +1.0
 1666947600, +3.49, +22.936,    384,  +6.0,  +5.9,  +81.8,  +66.0,  +76.4,  204.1,  +1.0
 1666958400, +3.44, +23.188,    385,  +6.0,  +5.9,  +87.9,  +64.6,  +72.9,  217.7,  +1.0
 1666969200, +3.48, +22.683,    386,  +6.0,  +6.0,  +77.2,  +69.0,  +80.7,  226.4,  +1.0
 1666980000, +3.49, +22.683,    387,  +6.0,  +6.0,  +82.1,  +66.5,  +76.6,  230.6,  +1.1
 1666990800, +3.49, +23.188,    388,  +6.0,  +6.0,  +77.3,  +68.7,  +80.4,  228.3,  +1.0
 1667001600, +3.49, +22.431,    389,  +6.0,  +6.0,  +82.5,  +66.9,  +76.8,  229.9,  +1.1
