5958-175373
OS REV: 2.30
Type:   0, Scrub:   1, Angle:  45
Timeout:  10, Threshold: 200
Time (sec),  Bat (Volt),  T (deg C), Wipes (), Cal Wipe Time (sec), Wipe Time (sec), Start I (mA), Ave I (mA), Peak I (mA), Final I (mA), Rsource (Ohm)
 1666332000, +3.49, +22.683,    327,  +6.0,  +6.0,  +80.4,  +66.2,  +74.3,  232.7,  +1.1
 1666342800, +3.49, +22.431,    328,  +6.0,  +6.0,  +77.6,  +68.5,  +81.1,  231.0,  +1.1
 1666353600, +3.49, +23.188,    329,  +6.0,  +6.0,  +80.9,  +66.4,  +74.7,  232.6,  +1.1
 1666364400, +3.43, +22.936,    330,  +6.0,  +5.9,  +89.0,  +64.1,  +70.2,  224.3,  +1.0
 1666375200, +3.48, +23.188,    331,  +6.0,  +5.9,  +77.6,  +67.2,  +79.8,  209.0,  +1.1
 1666386000, +3.49, +23.440,    332,  +6.0,  +5.9,  +80.0,  +64.9,  +73.6,  215.3,  +1.1
 1666396800, +3.49, +23.188,    333,  +6.0,  +5.9,  +77.2,  +67.5,  +80.0,  211.1,  +1.1
 1666407600, +3.49, +22.431,    334,  +6.0,  +5.9,  +80.2,  +66.1,  +74.3,  203.3,  +1.1
 1666418400, +3.44, +23.188,    335,  +6.0,  +5.9,  +88.0,  +64.4,  +70.9,  221.9,  +1.0
