"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2024/05/20","00:00","6.061","-","7.17"
"2024/05/20","00:06","6.169","-","7.3"
"2024/05/20","00:12","6.272","-","7.39"
"2024/05/20","00:18","6.369","-","7.47"
"2024/05/20","00:24","6.461","-","7.56"
"2024/05/20","00:30","6.546","-","7.67"
"2024/05/20","00:36","6.624","-","7.76"
"2024/05/20","00:42","6.695","-","7.83"
"2024/05/20","00:48","6.759","-","7.89"
"2024/05/20","00:54","6.815","-","7.94"
"2024/05/20","01:00","6.863","-","8.03"
"2024/05/20","01:06","6.904","-","8.09"
"2024/05/20","01:12","6.936","-","8.13"
"2024/05/20","01:18","6.96","-","8.14"
"2024/05/20","01:24","6.976","-","8.15"
"2024/05/20","01:30","6.983","-","8.18"
"2024/05/20","01:36","6.982","-","8.2"
"2024/05/20","01:42","6.972","-","8.19"
"2024/05/20","01:48","6.955","-","8.17"
"2024/05/20","01:54","6.929","-","8.12"
"2024/05/20","02:00","6.895","-","8.09"
"2024/05/20","02:06","6.853","-","8.06"
"2024/05/20","02:12","6.803","-","7.99"
"2024/05/20","02:18","6.746","-","7.9"
"2024/05/20","02:24","6.682","-","7.82"
"2024/05/20","02:30","6.61","-","7.75"
"2024/05/20","02:36","6.532","-","7.68"
"2024/05/20","02:42","6.447","-","7.6"
"2024/05/20","02:48","6.356","-","7.49"
"2024/05/20","02:54","6.259","-","7.37"
"2024/05/20","03:00","6.157","-","7.24"
"2024/05/20","03:06","6.049","-","7.12"
"2024/05/20","03:12","5.936","-","6.99"
"2024/05/20","03:18","5.818","-","6.88"
"2024/05/20","03:24","5.697","-","6.76"
"2024/05/20","03:30","5.571","-","6.62"
"2024/05/20","03:36","5.441","-","6.48"
"2024/05/20","03:42","5.308","-","6.35"
"2024/05/20","03:48","5.172","-","6.21"
"2024/05/20","03:54","5.034","-","6.07"
"2024/05/20","04:00","4.893","-","5.94"
"2024/05/20","04:06","4.75","-","5.79"
"2024/05/20","04:12","4.605","-","5.62"
"2024/05/20","04:18","4.459","-","5.43"
"2024/05/20","04:24","4.312","-","5.27"
"2024/05/20","04:30","4.163","-","5.13"
"2024/05/20","04:36","4.014","-","4.97"
"2024/05/20","04:42","3.865","-","4.81"
"2024/05/20","04:48","3.715","-","4.66"
"2024/05/20","04:54","3.566","-","4.52"
"2024/05/20","05:00","3.417","-","4.36"
"2024/05/20","05:06","3.269","-","4.18"
"2024/05/20","05:12","3.121","-","4.02"
"2024/05/20","05:18","2.975","-","3.86"
"2024/05/20","05:24","2.829","-","3.69"
"2024/05/20","05:30","2.686","-","3.54"
"2024/05/20","05:36","2.544","-","3.41"
"2024/05/20","05:42","2.405","-","3.3"
"2024/05/20","05:48","2.268","-","3.19"
"2024/05/20","05:54","2.133","-","3.05"
"2024/05/20","06:00","2.002","-","2.89"
"2024/05/20","06:06","1.874","-","2.73"
"2024/05/20","06:12","1.75","-","2.58"
"2024/05/20","06:18","1.63","-","2.47"
"2024/05/20","06:24","1.515","-","2.4"
"2024/05/20","06:30","1.404","-","2.31"
"2024/05/20","06:36","1.299","-","2.2"
"2024/05/20","06:42","1.199","-","2.09"
"2024/05/20","06:48","1.105","-","1.99"
"2024/05/20","06:54","1.017","-","1.89"
"2024/05/20","07:00","0.936","-","1.81"
"2024/05/20","07:06","0.863","-","1.76"
"2024/05/20","07:12","0.796","-","1.69"
"2024/05/20","07:18","0.738","-","1.6"
"2024/05/20","07:24","0.687","-","1.51"
"2024/05/20","07:30","0.644","-","1.48"
"2024/05/20","07:36","0.61","-","1.45"
"2024/05/20","07:42","0.584","-","1.43"
"2024/05/20","07:48","0.566","-","1.39"
"2024/05/20","07:54","0.558","-","1.36"
"2024/05/20","08:00","0.558","-","1.34"
"2024/05/20","08:06","0.566","-","1.33"
"2024/05/20","08:12","0.583","-","1.36"
"2024/05/20","08:18","0.609","-","1.4"
"2024/05/20","08:24","0.642","-","1.46"
"2024/05/20","08:30","0.684","-","1.5"
"2024/05/20","08:36","0.733","-","1.52"
"2024/05/20","08:42","0.789","-","1.56"
"2024/05/20","08:48","0.853","-","1.6"
"2024/05/20","08:54","0.923","-","1.67"
"2024/05/20","09:00","1","-","1.76"
"2024/05/20","09:06","1.082","-","1.87"
"2024/05/20","09:12","1.171","-","1.99"
"2024/05/20","09:18","1.264","-","2.1"
"2024/05/20","09:24","1.363","-","2.22"
"2024/05/20","09:30","1.466","-","2.32"
"2024/05/20","09:36","1.573","-","2.42"
"2024/05/20","09:42","1.684","-","2.53"
"2024/05/20","09:48","1.799","-","2.66"
"2024/05/20","09:54","1.917","-","2.8"
"2024/05/20","10:00","2.038","-","2.91"
"2024/05/20","10:06","2.161","-","3.03"
"2024/05/20","10:12","2.288","-","3.15"
"2024/05/20","10:18","2.416","-","3.3"
"2024/05/20","10:24","2.546","-","3.45"
"2024/05/20","10:30","2.678","-","3.6"
"2024/05/20","10:36","2.812","-","3.74"
"2024/05/20","10:42","2.948","-","3.86"
"2024/05/20","10:48","3.084","-","4.01"
"2024/05/20","10:54","3.221","-","4.15"
"2024/05/20","11:00","3.36","-","4.31"
"2024/05/20","11:06","3.499","-","4.47"
"2024/05/20","11:12","3.638","-","4.65"
"2024/05/20","11:18","3.777","-","4.8"
"2024/05/20","11:24","3.916","-","4.91"
"2024/05/20","11:30","4.055","-","5.04"
"2024/05/20","11:36","4.192","-","5.18"
"2024/05/20","11:42","4.329","-","5.34"
"2024/05/20","11:48","4.464","-","5.48"
"2024/05/20","11:54","4.596","-","5.62"
"2024/05/20","12:00","4.727","-","5.75"
"2024/05/20","12:06","4.855","-","5.88"
"2024/05/20","12:12","4.979","-","6"
"2024/05/20","12:18","5.101","-","6.11"
"2024/05/20","12:24","5.218","-","6.24"
"2024/05/20","12:30","5.33","-","6.38"
"2024/05/20","12:36","5.438","-","6.49"
"2024/05/20","12:42","5.54","-","6.58"
"2024/05/20","12:48","5.637","-","6.67"
"2024/05/20","12:54","5.728","-","6.75"
"2024/05/20","13:00","5.812","-","6.87"
"2024/05/20","13:06","5.889","-","6.94"
"2024/05/20","13:12","5.96","-","7.01"
"2024/05/20","13:18","6.023","-","7.08"
"2024/05/20","13:24","6.079","-","7.13"
"2024/05/20","13:30","6.127","-","7.16"
"2024/05/20","13:36","6.167","-","7.2"
"2024/05/20","13:42","6.2","-","7.24"
"2024/05/20","13:48","6.224","-","7.27"
"2024/05/20","13:54","6.24","-","7.29"
"2024/05/20","14:00","6.249","-","7.32"
"2024/05/20","14:06","6.249","-","7.35"
"2024/05/20","14:12","6.241","-","7.32"
"2024/05/20","14:18","6.225","-","7.3"
"2024/05/20","14:24","6.202","-","7.25"
"2024/05/20","14:30","6.171","-","7.19"
"2024/05/20","14:36","6.133","-","7.17"
"2024/05/20","14:42","6.087","-","7.15"
"2024/05/20","14:48","6.035","-","7.12"
"2024/05/20","14:54","5.975","-","7.04"
"2024/05/20","15:00","5.91","-","6.93"
"2024/05/20","15:06","5.838","-","6.83"
"2024/05/20","15:12","5.76","-","6.76"
"2024/05/20","15:18","5.676","-","6.68"
"2024/05/20","15:24","5.588","-","6.6"
"2024/05/20","15:30","5.494","-","6.49"
"2024/05/20","15:36","5.396","-","6.37"
"2024/05/20","15:42","5.293","-","6.27"
"2024/05/20","15:48","5.187","-","6.18"
"2024/05/20","15:54","5.077","-","6.02"
"2024/05/20","16:00","4.963","-","5.88"
"2024/05/20","16:06","4.847","-","5.76"
"2024/05/20","16:12","4.728","-","5.67"
"2024/05/20","16:18","4.606","-","5.57"
"2024/05/20","16:24","4.483","-","5.45"
"2024/05/20","16:30","4.358","-","5.31"
"2024/05/20","16:36","4.232","-","5.17"
"2024/05/20","16:42","4.105","-","5.01"
"2024/05/20","16:48","3.977","-","4.88"
"2024/05/20","16:54","3.848","-","4.72"
"2024/05/20","17:00","3.719","-","4.58"
"2024/05/20","17:06","3.59","-","4.46"
"2024/05/20","17:12","3.462","-","4.33"
"2024/05/20","17:18","3.334","-","4.2"
"2024/05/20","17:24","3.206","-","4.05"
"2024/05/20","17:30","3.08","-","3.9"
"2024/05/20","17:36","2.955","-","3.76"
"2024/05/20","17:42","2.832","-","3.58"
"2024/05/20","17:48","2.71","-","3.41"
"2024/05/20","17:54","2.59","-","3.27"
"2024/05/20","18:00","2.472","-","3.18"
"2024/05/20","18:06","2.357","-","3.05"
"2024/05/20","18:12","2.244","-","2.95"
"2024/05/20","18:18","2.135","-","2.82"
"2024/05/20","18:24","2.029","-","2.69"
"2024/05/20","18:30","1.927","-","2.58"
"2024/05/20","18:36","1.828","-","2.47"
"2024/05/20","18:42","1.734","-","2.37"
"2024/05/20","18:48","1.645","-","2.25"
"2024/05/20","18:54","1.561","-","2.16"
"2024/05/20","19:00","1.482","-","2.11"
"2024/05/20","19:06","1.408","-","2.04"
"2024/05/20","19:12","1.341","-","2"
"2024/05/20","19:18","1.28","-","1.9"
"2024/05/20","19:24","1.227","-","1.83"
"2024/05/20","19:30","1.18","-","1.79"
"2024/05/20","19:36","1.14","-","1.72"
"2024/05/20","19:42","1.108","-","1.66"
"2024/05/20","19:48","1.085","-","1.66"
"2024/05/20","19:54","1.069","-","1.64"
"2024/05/20","20:00","1.061","-","1.64"
"2024/05/20","20:06","1.062","-","1.64"
"2024/05/20","20:12","1.072","-","1.62"
"2024/05/20","20:18","1.09","-","1.63"
"2024/05/20","20:24","1.116","-","1.64"
"2024/05/20","20:30","1.151","-","1.7"
"2024/05/20","20:36","1.194","-","1.75"
"2024/05/20","20:42","1.245","-","1.78"
"2024/05/20","20:48","1.304","-","1.82"
"2024/05/20","20:54","1.371","-","1.9"
"2024/05/20","21:00","1.445","-","1.98"
"2024/05/20","21:06","1.526","-","2.1"
"2024/05/20","21:12","1.614","-","2.23"
"2024/05/20","21:18","1.708","-","2.34"
"2024/05/20","21:24","1.808","-","2.39"
"2024/05/20","21:30","1.914","-","2.47"
"2024/05/20","21:36","2.025","-","2.61"
"2024/05/20","21:42","2.14","-","2.78"
"2024/05/20","21:48","2.26","-","2.94"
"2024/05/20","21:54","2.384","-","3.09"
"2024/05/20","22:00","2.511","-","3.21"
"2024/05/20","22:06","2.642","-","3.31"
"2024/05/20","22:12","2.775","-","3.42"
"2024/05/20","22:18","2.911","-","3.57"
"2024/05/20","22:24","3.049","-","3.68"
"2024/05/20","22:30","3.189","-","3.84"
"2024/05/20","22:36","3.33","-","4.01"
"2024/05/20","22:42","3.473","-","4.17"
"2024/05/20","22:48","3.617","-","4.33"
"2024/05/20","22:54","3.762","-","4.5"
"2024/05/20","23:00","3.907","-","4.67"
"2024/05/20","23:06","4.053","-","4.83"
"2024/05/20","23:12","4.2","-","4.99"
"2024/05/20","23:18","4.346","-","5.15"
"2024/05/20","23:24","4.491","-","5.3"
"2024/05/20","23:30","4.637","-","5.49"
"2024/05/20","23:36","4.781","-","5.66"
"2024/05/20","23:42","4.925","-","5.85"
"2024/05/20","23:48","5.067","-","5.99"
"2024/05/20","23:54","5.208","-","6.13"
"2024/05/21","00:00","5.347","-","6.26"
"2024/05/21","00:06","5.483","-","6.39"
"2024/05/21","00:12","5.617","-","6.55"
"2024/05/21","00:18","5.748","-","6.71"
"2024/05/21","00:24","5.876","-","6.86"
"2024/05/21","00:30","5.999","-","6.98"
"2024/05/21","00:36","6.119","-","7.08"
"2024/05/21","00:42","6.234","-","7.18"
"2024/05/21","00:48","6.343","-","7.29"
"2024/05/21","00:54","6.448","-","7.42"
"2024/05/21","01:00","6.546","-","7.52"
