"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2024/05/23","13:48","4.548","-","5.25"
"2024/05/23","13:54","4.691","-","5.34"
"2024/05/23","14:00","4.83","-","5.44"
"2024/05/23","14:06","4.967","-","5.61"
"2024/05/23","14:12","5.099","-","5.81"
"2024/05/23","14:18","5.228","-","5.91"
"2024/05/23","14:24","5.352","-","5.97"
"2024/05/23","14:30","5.472","-","6.16"
"2024/05/23","14:36","5.587","-","6.38"
"2024/05/23","14:42","5.696","-","6.53"
"2024/05/23","14:48","5.8","-","6.61"
"2024/05/23","14:54","5.897","-","6.63"
"2024/05/23","15:00","5.988","-","6.74"
"2024/05/23","15:06","6.072","-","6.99"
"2024/05/23","15:12","6.149","-","7.06"
"2024/05/23","15:18","6.219","-","7.01"
"2024/05/23","15:24","6.281","-","7.07"
"2024/05/23","15:30","6.335","-","7.2"
"2024/05/23","15:36","6.381","-","7.17"
"2024/05/23","15:42","6.419","-","7.18"
"2024/05/23","15:48","6.448","-","7.23"
"2024/05/23","15:54","6.469","-","7.28"
"2024/05/23","16:00","6.481","-","7.35"
"2024/05/23","16:06","6.484","-","7.46"
"2024/05/23","16:12","6.479","-","7.44"
"2024/05/23","16:18","6.465","-","7.37"
"2024/05/23","16:24","6.443","-","7.25"
"2024/05/23","16:30","6.412","-","7.17"
"2024/05/23","16:36","6.374","-","7.22"
"2024/05/23","16:42","6.327","-","7.3"
"2024/05/23","16:48","6.272","-","7.21"
"2024/05/23","16:54","6.209","-","7.08"
"2024/05/23","17:00","6.139","-","7.01"
"2024/05/23","17:06","6.062","-","6.96"
"2024/05/23","17:12","5.979","-","6.81"
"2024/05/23","17:18","5.889","-","6.59"
"2024/05/23","17:24","5.793","-","6.36"
"2024/05/23","17:30","5.691","-","6.27"
"2024/05/23","17:36","5.584","-","6.29"
"2024/05/23","17:42","5.471","-","6.31"
"2024/05/23","17:48","5.355","-","6.16"
"2024/05/23","17:54","5.234","-","5.84"
"2024/05/23","18:00","5.109","-","5.65"
"2024/05/23","18:06","4.981","-","5.49"
"2024/05/23","18:12","4.85","-","5.36"
"2024/05/23","18:18","4.717","-","5.31"
"2024/05/23","18:24","4.581","-","5.14"
"2024/05/23","18:30","4.444","-","5.01"
"2024/05/23","18:36","4.305","-","4.87"
"2024/05/23","18:42","4.165","-","4.68"
"2024/05/23","18:48","4.025","-","4.54"
"2024/05/23","18:54","3.884","-","4.39"
"2024/05/23","19:00","3.744","-","4.26"
"2024/05/23","19:06","3.604","-","4.1"
"2024/05/23","19:12","3.465","-","3.89"
"2024/05/23","19:18","3.326","-","3.7"
"2024/05/23","19:24","3.19","-","3.54"
"2024/05/23","19:30","3.055","-","3.45"
"2024/05/23","19:36","2.921","-","3.32"
"2024/05/23","19:42","2.79","-","3.23"
"2024/05/23","19:48","2.662","-","2.97"
"2024/05/23","19:54","2.536","-","2.67"
"2024/05/23","20:00","2.413","-","2.45"
"2024/05/23","20:06","2.294","-","2.39"
"2024/05/23","20:12","2.177","-","2.34"
"2024/05/23","20:18","2.065","-","2.23"
"2024/05/23","20:24","1.956","-","2.07"
"2024/05/23","20:30","1.852","-","1.87"
"2024/05/23","20:36","1.752","-","1.73"
"2024/05/23","20:42","1.656","-","1.64"
"2024/05/23","20:48","1.566","-","1.56"
"2024/05/23","20:54","1.48","-","1.49"
"2024/05/23","21:00","1.401","-","1.39"
"2024/05/23","21:06","1.326","-","1.3"
"2024/05/23","21:12","1.258","-","1.28"
"2024/05/23","21:18","1.196","-","1.22"
"2024/05/23","21:24","1.141","-","1.17"
"2024/05/23","21:30","1.093","-","1.13"
"2024/05/23","21:36","1.052","-","1.02"
"2024/05/23","21:42","1.018","-","0.99"
"2024/05/23","21:48","0.993","-","0.95"
"2024/05/23","21:54","0.975","-","0.96"
"2024/05/23","22:00","0.966","-","0.94"
"2024/05/23","22:06","0.965","-","0.94"
"2024/05/23","22:12","0.973","-","0.98"
"2024/05/23","22:18","0.99","-","1.02"
"2024/05/23","22:24","1.015","-","1.07"
"2024/05/23","22:30","1.05","-","1.09"
"2024/05/23","22:36","1.094","-","1.13"
"2024/05/23","22:42","1.147","-","1.2"
"2024/05/23","22:48","1.209","-","1.3"
"2024/05/23","22:54","1.28","-","1.37"
"2024/05/23","23:00","1.359","-","1.42"
"2024/05/23","23:06","1.447","-","1.51"
"2024/05/23","23:12","1.543","-","1.66"
"2024/05/23","23:18","1.646","-","1.83"
"2024/05/23","23:24","1.757","-","1.96"
"2024/05/23","23:30","1.876","-","2.05"
"2024/05/23","23:36","2","-","2.15"
"2024/05/23","23:42","2.131","-","2.29"
"2024/05/23","23:48","2.267","-","2.5"
"2024/05/23","23:54","2.408","-","2.67"
"2024/05/24","00:00","2.554","-","2.82"
"2024/05/24","00:06","2.703","-","2.96"
"2024/05/24","00:12","2.856","-","3.11"
"2024/05/24","00:18","3.012","-","3.26"
"2024/05/24","00:24","3.17","-","3.44"
"2024/05/24","00:30","3.33","-","3.61"
"2024/05/24","00:36","3.492","-","3.8"
"2024/05/24","00:42","3.654","-","3.96"
"2024/05/24","00:48","3.816","-","4.18"
"2024/05/24","00:54","3.978","-","4.35"
"2024/05/24","01:00","4.14","-","4.52"
"2024/05/24","01:06","4.302","-","4.67"
"2024/05/24","01:12","4.462","-","4.85"
"2024/05/24","01:18","4.62","-","5.02"
"2024/05/24","01:24","4.777","-","5.19"
"2024/05/24","01:30","4.932","-","5.41"
"2024/05/24","01:36","5.084","-","5.61"
"2024/05/24","01:42","5.234","-","5.8"
"2024/05/24","01:48","5.381","-","5.94"
"2024/05/24","01:54","5.525","-","6.07"
"2024/05/24","02:00","5.665","-","6.21"
"2024/05/24","02:06","5.802","-","6.37"
"2024/05/24","02:12","5.935","-","6.54"
"2024/05/24","02:18","6.065","-","6.69"
"2024/05/24","02:24","6.189","-","6.82"
"2024/05/24","02:30","6.309","-","6.96"
"2024/05/24","02:36","6.425","-","7.08"
"2024/05/24","02:42","6.535","-","7.23"
"2024/05/24","02:48","6.639","-","7.36"
"2024/05/24","02:54","6.738","-","7.47"
"2024/05/24","03:00","6.831","-","7.56"
"2024/05/24","03:06","6.917","-","7.65"
"2024/05/24","03:12","6.996","-","7.77"
"2024/05/24","03:18","7.069","-","7.89"
"2024/05/24","03:24","7.134","-","8"
"2024/05/24","03:30","7.191","-","8.06"
"2024/05/24","03:36","7.241","-","8.12"
"2024/05/24","03:42","7.282","-","8.17"
"2024/05/24","03:48","7.315","-","8.22"
"2024/05/24","03:54","7.34","-","8.25"
"2024/05/24","04:00","7.356","-","8.28"
"2024/05/24","04:06","7.363","-","8.3"
"2024/05/24","04:12","7.361","-","8.31"
"2024/05/24","04:18","7.35","-","8.29"
"2024/05/24","04:24","7.33","-","8.26"
"2024/05/24","04:30","7.301","-","8.23"
"2024/05/24","04:36","7.263","-","8.19"
"2024/05/24","04:42","7.217","-","8.12"
"2024/05/24","04:48","7.161","-","8.05"
"2024/05/24","04:54","7.098","-","7.98"
"2024/05/24","05:00","7.025","-","7.89"
"2024/05/24","05:06","6.945","-","7.81"
"2024/05/24","05:12","6.856","-","7.7"
"2024/05/24","05:18","6.76","-","7.57"
"2024/05/24","05:24","6.657","-","7.44"
"2024/05/24","05:30","6.546","-","7.32"
"2024/05/24","05:36","6.429","-","7.2"
"2024/05/24","05:42","6.306","-","7.09"
"2024/05/24","05:48","6.176","-","6.98"
"2024/05/24","05:54","6.041","-","6.85"
"2024/05/24","06:00","5.901","-","6.7"
"2024/05/24","06:06","5.756","-","6.53"
"2024/05/24","06:12","5.606","-","6.37"
"2024/05/24","06:18","5.453","-","6.21"
"2024/05/24","06:24","5.296","-","6.05"
"2024/05/24","06:30","5.136","-","5.88"
"2024/05/24","06:36","4.973","-","5.72"
"2024/05/24","06:42","4.808","-","5.53"
"2024/05/24","06:48","4.641","-","5.35"
"2024/05/24","06:54","4.473","-","5.19"
"2024/05/24","07:00","4.304","-","5.03"
"2024/05/24","07:06","4.133","-","4.86"
"2024/05/24","07:12","3.963","-","4.67"
"2024/05/24","07:18","3.792","-","4.48"
"2024/05/24","07:24","3.622","-","4.31"
"2024/05/24","07:30","3.453","-","4.14"
"2024/05/24","07:36","3.285","-","3.95"
"2024/05/24","07:42","3.118","-","3.78"
"2024/05/24","07:48","2.953","-","3.61"
"2024/05/24","07:54","2.789","-","3.42"
"2024/05/24","08:00","2.629","-","3.26"
"2024/05/24","08:06","2.47","-","3.07"
"2024/05/24","08:12","2.314","-","2.91"
"2024/05/24","08:18","2.162","-","2.76"
"2024/05/24","08:24","2.012","-","2.6"
"2024/05/24","08:30","1.867","-","2.47"
"2024/05/24","08:36","1.724","-","2.32"
"2024/05/24","08:42","1.586","-","2.16"
"2024/05/24","08:48","1.452","-","1.99"
"2024/05/24","08:54","1.323","-","1.83"
"2024/05/24","09:00","1.198","-","1.69"
"2024/05/24","09:06","1.078","-","1.56"
"2024/05/24","09:12","0.964","-","1.43"
"2024/05/24","09:18","0.854","-","1.3"
"2024/05/24","09:24","0.751","-","1.19"
"2024/05/24","09:30","0.654","-","1.05"
"2024/05/24","09:36","0.562","-","0.9"
"2024/05/24","09:42","0.478","-","0.79"
"2024/05/24","09:48","0.401","-","0.71"
"2024/05/24","09:54","0.33","-","0.63"
"2024/05/24","10:00","0.268","-","0.56"
"2024/05/24","10:06","0.213","-","0.48"
"2024/05/24","10:12","0.166","-","0.42"
"2024/05/24","10:18","0.128","-","0.35"
"2024/05/24","10:24","0.099","-","0.33"
"2024/05/24","10:30","0.078","-","0.32"
"2024/05/24","10:36","0.067","-","0.3"
"2024/05/24","10:42","0.064","-","0.31"
"2024/05/24","10:48","0.072","-","0.31"
"2024/05/24","10:54","0.088","-","0.32"
"2024/05/24","11:00","0.115","-","0.34"
"2024/05/24","11:06","0.15","-","0.39"
"2024/05/24","11:12","0.196","-","0.45"
"2024/05/24","11:18","0.251","-","0.5"
"2024/05/24","11:24","0.315","-","0.59"
"2024/05/24","11:30","0.388","-","0.67"
"2024/05/24","11:36","0.469","-","0.78"
"2024/05/24","11:42","0.559","-","0.89"
"2024/05/24","11:48","0.658","-","1"
"2024/05/24","11:54","0.763","-","1.13"
"2024/05/24","12:00","0.876","-","1.25"
"2024/05/24","12:06","0.996","-","1.36"
"2024/05/24","12:12","1.122","-","1.5"
"2024/05/24","12:18","1.254","-","1.65"
"2024/05/24","12:24","1.391","-","1.81"
"2024/05/24","12:30","1.533","-","1.97"
"2024/05/24","12:36","1.679","-","2.12"
"2024/05/24","12:42","1.828","-","2.25"
"2024/05/24","12:48","1.981","-","2.4"
"2024/05/24","12:54","2.136","-","2.56"
"2024/05/24","13:00","2.293","-","2.73"
"2024/05/24","13:06","2.452","-","2.91"
"2024/05/24","13:12","2.612","-","3.07"
"2024/05/24","13:18","2.773","-","3.25"
"2024/05/24","13:24","2.934","-","3.41"
"2024/05/24","13:30","3.095","-","3.58"
"2024/05/24","13:36","3.255","-","3.73"
"2024/05/24","13:42","3.415","-","3.9"
"2024/05/24","13:48","3.574","-","4.09"
"2024/05/24","13:54","3.732","-","4.28"
"2024/05/24","14:00","3.888","-","4.47"
"2024/05/24","14:06","4.042","-","4.64"
"2024/05/24","14:12","4.194","-","4.83"
"2024/05/24","14:18","4.344","-","4.99"
"2024/05/24","14:24","4.491","-","5.16"
"2024/05/24","14:30","4.635","-","5.32"
"2024/05/24","14:36","4.777","-","5.47"
"2024/05/24","14:42","4.914","-","5.62"
"2024/05/24","14:48","5.049","-","5.79"
"2024/05/24","14:54","5.179","-","5.92"
"2024/05/24","15:00","5.305","-","6.07"
"2024/05/24","15:06","5.427","-","6.23"
"2024/05/24","15:12","5.543","-","6.36"
"2024/05/24","15:18","5.655","-","6.5"
"2024/05/24","15:24","5.761","-","6.59"
"2024/05/24","15:30","5.862","-","6.68"
"2024/05/24","15:36","5.956","-","6.78"
"2024/05/24","15:42","6.044","-","6.89"
"2024/05/24","15:48","6.125","-","6.99"
"2024/05/24","15:54","6.199","-","7.07"
"2024/05/24","16:00","6.266","-","7.14"
"2024/05/24","16:06","6.326","-","7.21"
"2024/05/24","16:12","6.377","-","7.27"
"2024/05/24","16:18","6.421","-","7.31"
"2024/05/24","16:24","6.456","-","7.35"
"2024/05/24","16:30","6.483","-","7.4"
"2024/05/24","16:36","6.502","-","7.43"
"2024/05/24","16:42","6.512","-","7.46"
"2024/05/24","16:48","6.513","-","7.46"
"2024/05/24","16:54","6.506","-","7.46"
"2024/05/24","17:00","6.49","-","7.45"
"2024/05/24","17:06","6.466","-","7.43"
"2024/05/24","17:12","6.433","-","7.39"
"2024/05/24","17:18","6.392","-","7.33"
"2024/05/24","17:24","6.343","-","7.27"
"2024/05/24","17:30","6.287","-","7.19"
"2024/05/24","17:36","6.222","-","7.08"
"2024/05/24","17:42","6.15","-","7.01"
"2024/05/24","17:48","6.071","-","6.9"
"2024/05/24","17:54","5.985","-","6.79"
"2024/05/24","18:00","5.893","-","6.69"
"2024/05/24","18:06","5.795","-","6.57"
"2024/05/24","18:12","5.69","-","6.46"
"2024/05/24","18:18","5.581","-","6.33"
"2024/05/24","18:24","5.466","-","6.22"
"2024/05/24","18:30","5.347","-","6.13"
"2024/05/24","18:36","5.224","-","5.97"
"2024/05/24","18:42","5.096","-","5.85"
"2024/05/24","18:48","4.966","-","5.71"
"2024/05/24","18:54","4.832","-","5.56"
"2024/05/24","19:00","4.696","-","5.42"
"2024/05/24","19:06","4.558","-","5.26"
"2024/05/24","19:12","4.418","-","5.09"
"2024/05/24","19:18","4.277","-","4.93"
"2024/05/24","19:24","4.135","-","4.79"
"2024/05/24","19:30","3.992","-","4.63"
"2024/05/24","19:36","3.849","-","4.49"
"2024/05/24","19:42","3.707","-","4.33"
"2024/05/24","19:48","3.565","-","4.16"
"2024/05/24","19:54","3.424","-","4"
"2024/05/24","20:00","3.284","-","3.84"
"2024/05/24","20:06","3.146","-","3.68"
"2024/05/24","20:12","3.009","-","3.52"
"2024/05/24","20:18","2.875","-","3.37"
"2024/05/24","20:24","2.743","-","3.23"
"2024/05/24","20:30","2.614","-","3.08"
"2024/05/24","20:36","2.488","-","2.92"
"2024/05/24","20:42","2.366","-","2.81"
"2024/05/24","20:48","2.246","-","2.66"
"2024/05/24","20:54","2.13","-","2.52"
"2024/05/24","21:00","2.019","-","2.4"
"2024/05/24","21:06","1.911","-","2.28"
"2024/05/24","21:12","1.808","-","2.17"
"2024/05/24","21:18","1.709","-","2.07"
"2024/05/24","21:24","1.615","-","1.95"
"2024/05/24","21:30","1.526","-","1.82"
"2024/05/24","21:36","1.443","-","1.71"
"2024/05/24","21:42","1.365","-","1.66"
"2024/05/24","21:48","1.292","-","1.56"
"2024/05/24","21:54","1.226","-","1.48"
"2024/05/24","22:00","1.166","-","1.42"
"2024/05/24","22:06","1.113","-","1.39"
"2024/05/24","22:12","1.066","-","1.33"
"2024/05/24","22:18","1.027","-","1.3"
"2024/05/24","22:24","0.995","-","1.26"
"2024/05/24","22:30","0.971","-","1.22"
"2024/05/24","22:36","0.954","-","1.2"
"2024/05/24","22:42","0.946","-","1.2"
"2024/05/24","22:48","0.946","-","1.22"
"2024/05/24","22:54","0.955","-","1.23"
"2024/05/24","23:00","0.973","-","1.25"
"2024/05/24","23:06","0.999","-","1.27"
"2024/05/24","23:12","1.034","-","1.31"
"2024/05/24","23:18","1.079","-","1.36"
"2024/05/24","23:24","1.132","-","1.43"
"2024/05/24","23:30","1.194","-","1.49"
"2024/05/24","23:36","1.266","-","1.58"
"2024/05/24","23:42","1.346","-","1.66"
"2024/05/24","23:48","1.434","-","1.78"
"2024/05/24","23:54","1.531","-","1.89"
"2024/05/25","00:00","1.635","-","2.02"
"2024/05/25","00:06","1.748","-","2.15"
"2024/05/25","00:12","1.867","-","2.27"
"2024/05/25","00:18","1.994","-","2.4"
"2024/05/25","00:24","2.126","-","2.53"
"2024/05/25","00:30","2.265","-","2.66"
"2024/05/25","00:36","2.408","-","2.8"
"2024/05/25","00:42","2.557","-","2.95"
"2024/05/25","00:48","2.709","-","3.11"
"2024/05/25","00:54","2.865","-","3.28"
"2024/05/25","01:00","3.024","-","3.42"
"2024/05/25","01:06","3.185","-","3.58"
"2024/05/25","01:12","3.349","-","3.71"
"2024/05/25","01:18","3.513","-","3.84"
"2024/05/25","01:24","3.679","-","4"
"2024/05/25","01:30","3.844","-","4.18"
"2024/05/25","01:36","4.01","-","4.38"
"2024/05/25","01:42","4.174","-","4.56"
"2024/05/25","01:48","4.338","-","4.72"
"2024/05/25","01:54","4.501","-","4.87"
"2024/05/25","02:00","4.661","-","5.05"
"2024/05/25","02:06","4.82","-","5.22"
"2024/05/25","02:12","4.976","-","5.39"
"2024/05/25","02:18","5.129","-","5.57"
"2024/05/25","02:24","5.28","-","5.76"
"2024/05/25","02:30","5.427","-","5.94"
"2024/05/25","02:36","5.57","-","6.13"
"2024/05/25","02:42","5.71","-","6.29"
"2024/05/25","02:48","5.846","-","6.42"
"2024/05/25","02:54","5.978","-","6.56"
"2024/05/25","03:00","6.106","-","6.7"
"2024/05/25","03:06","6.228","-","6.83"
"2024/05/25","03:12","6.346","-","6.95"
"2024/05/25","03:18","6.459","-","7.06"
"2024/05/25","03:24","6.567","-","7.19"
"2024/05/25","03:30","6.669","-","7.35"
"2024/05/25","03:36","6.765","-","7.48"
"2024/05/25","03:42","6.855","-","7.58"
"2024/05/25","03:48","6.938","-","7.68"
"2024/05/25","03:54","7.015","-","7.74"
"2024/05/25","04:00","7.085","-","7.82"
"2024/05/25","04:06","7.148","-","7.91"
"2024/05/25","04:12","7.203","-","7.97"
"2024/05/25","04:18","7.25","-","8.06"
"2024/05/25","04:24","7.29","-","8.16"
"2024/05/25","04:30","7.321","-","8.21"
"2024/05/25","04:36","7.344","-","8.21"
"2024/05/25","04:42","7.358","-","8.2"
"2024/05/25","04:48","7.364","-","8.23"
"2024/05/25","04:54","7.36","-","8.28"
"2024/05/25","05:00","7.348","-","8.3"
"2024/05/25","05:06","7.328","-","8.27"
"2024/05/25","05:12","7.298","-","8.22"
"2024/05/25","05:18","7.259","-","8.18"
"2024/05/25","05:24","7.212","-","8.11"
"2024/05/25","05:30","7.156","-","8.06"
"2024/05/25","05:36","7.091","-","8"
"2024/05/25","05:42","7.018","-","7.91"
"2024/05/25","05:48","6.937","-","7.8"
"2024/05/25","05:54","6.848","-","7.69"
"2024/05/25","06:00","6.751","-","7.59"
"2024/05/25","06:06","6.646","-","7.47"
"2024/05/25","06:12","6.535","-","7.35"
"2024/05/25","06:18","6.417","-","7.2"
"2024/05/25","06:24","6.293","-","7.06"
"2024/05/25","06:30","6.162","-","6.93"
"2024/05/25","06:36","6.026","-","6.77"
"2024/05/25","06:42","5.885","-","6.6"
"2024/05/25","06:48","5.739","-","6.46"
"2024/05/25","06:54","5.588","-","6.32"
"2024/05/25","07:00","5.434","-","6.17"
"2024/05/25","07:06","5.276","-","6.01"
"2024/05/25","07:12","5.114","-","5.83"
"2024/05/25","07:18","4.951","-","5.66"
"2024/05/25","07:24","4.784","-","5.48"
"2024/05/25","07:30","4.616","-","5.3"
"2024/05/25","07:36","4.447","-","5.12"
"2024/05/25","07:42","4.276","-","4.95"
"2024/05/25","07:48","4.105","-","4.81"
"2024/05/25","07:54","3.934","-","4.65"
"2024/05/25","08:00","3.762","-","4.46"
"2024/05/25","08:06","3.592","-","4.25"
"2024/05/25","08:12","3.422","-","4.04"
"2024/05/25","08:18","3.253","-","3.86"
"2024/05/25","08:24","3.086","-","3.71"
"2024/05/25","08:30","2.921","-","3.55"
"2024/05/25","08:36","2.758","-","3.38"
"2024/05/25","08:42","2.597","-","3.2"
"2024/05/25","08:48","2.439","-","3.02"
"2024/05/25","08:54","2.284","-","2.85"
"2024/05/25","09:00","2.133","-","2.7"
"2024/05/25","09:06","1.984","-","2.54"
"2024/05/25","09:12","1.84","-","2.4"
"2024/05/25","09:18","1.7","-","2.23"
"2024/05/25","09:24","1.563","-","2.06"
"2024/05/25","09:30","1.432","-","1.91"
"2024/05/25","09:36","1.304","-","1.77"
"2024/05/25","09:42","1.182","-","1.64"
"2024/05/25","09:48","1.065","-","1.51"
"2024/05/25","09:54","0.952","-","1.39"
"2024/05/25","10:00","0.846","-","1.25"
"2024/05/25","10:06","0.745","-","1.13"
"2024/05/25","10:12","0.65","-","1.01"
"2024/05/25","10:18","0.562","-","0.87"
"2024/05/25","10:24","0.48","-","0.78"
"2024/05/25","10:30","0.405","-","0.69"
"2024/05/25","10:36","0.337","-","0.62"
"2024/05/25","10:42","0.276","-","0.55"
"2024/05/25","10:48","0.223","-","0.48"
"2024/05/25","10:54","0.178","-","0.4"
"2024/05/25","11:00","0.141","-","0.37"
"2024/05/25","11:06","0.113","-","0.34"
"2024/05/25","11:12","0.093","-","0.34"
"2024/05/25","11:18","0.082","-","0.32"
"2024/05/25","11:24","0.081","-","0.32"
"2024/05/25","11:30","0.088","-","0.33"
"2024/05/25","11:36","0.105","-","0.36"
"2024/05/25","11:42","0.131","-","0.43"
"2024/05/25","11:48","0.167","-","0.47"
"2024/05/25","11:54","0.212","-","0.52"
"2024/05/25","12:00","0.266","-","0.57"
"2024/05/25","12:06","0.329","-","0.65"
"2024/05/25","12:12","0.402","-","0.74"
"2024/05/25","12:18","0.483","-","0.84"
"2024/05/25","12:24","0.573","-","0.96"
"2024/05/25","12:30","0.671","-","1.06"
"2024/05/25","12:36","0.777","-","1.18"
"2024/05/25","12:42","0.891","-","1.27"
"2024/05/25","12:48","1.011","-","1.39"
"2024/05/25","12:54","1.138","-","1.54"
"2024/05/25","13:00","1.271","-","1.71"
"2024/05/25","13:06","1.409","-","1.88"
"2024/05/25","13:12","1.552","-","1.99"
"2024/05/25","13:18","1.7","-","2.12"
"2024/05/25","13:24","1.851","-","2.26"
"2024/05/25","13:30","2.005","-","2.43"
"2024/05/25","13:36","2.162","-","2.6"
"2024/05/25","13:42","2.321","-","2.77"
"2024/05/25","13:48","2.482","-","2.94"
"2024/05/25","13:54","2.644","-","3.11"
"2024/05/25","14:00","2.807","-","3.28"
"2024/05/25","14:06","2.97","-","3.43"
"2024/05/25","14:12","3.132","-","3.59"
"2024/05/25","14:18","3.295","-","3.71"
"2024/05/25","14:24","3.456","-","3.89"
"2024/05/25","14:30","3.616","-","4.1"
"2024/05/25","14:36","3.774","-","4.27"
"2024/05/25","14:42","3.931","-","4.44"
"2024/05/25","14:48","4.085","-","4.61"
"2024/05/25","14:54","4.237","-","4.78"
"2024/05/25","15:00","4.386","-","4.95"
"2024/05/25","15:06","4.533","-","5.11"
"2024/05/25","15:12","4.676","-","5.28"
"2024/05/25","15:18","4.816","-","5.43"
"2024/05/25","15:24","4.953","-","5.59"
"2024/05/25","15:30","5.085","-","5.75"
"2024/05/25","15:36","5.214","-","5.93"
"2024/05/25","15:42","5.338","-","6.06"
"2024/05/25","15:48","5.458","-","6.19"
"2024/05/25","15:54","5.573","-","6.29"
"2024/05/25","16:00","5.683","-","6.45"
"2024/05/25","16:06","5.787","-","6.59"
"2024/05/25","16:12","5.886","-","6.69"
"2024/05/25","16:18","5.979","-","6.78"
"2024/05/25","16:24","6.065","-","6.89"
"2024/05/25","16:30","6.145","-","6.99"
"2024/05/25","16:36","6.218","-","7.09"
"2024/05/25","16:42","6.284","-","7.16"
"2024/05/25","16:48","6.343","-","7.23"
"2024/05/25","16:54","6.394","-","7.3"
"2024/05/25","17:00","6.437","-","7.35"
"2024/05/25","17:06","6.473","-","7.41"
"2024/05/25","17:12","6.5","-","7.43"
"2024/05/25","17:18","6.518","-","7.45"
"2024/05/25","17:24","6.529","-","7.48"
"2024/05/25","17:30","6.531","-","7.5"
"2024/05/25","17:36","6.524","-","7.48"
"2024/05/25","17:42","6.509","-","7.45"
"2024/05/25","17:48","6.485","-","7.43"
"2024/05/25","17:54","6.453","-","7.4"
"2024/05/25","18:00","6.413","-","7.36"
"2024/05/25","18:06","6.365","-","7.28"
"2024/05/25","18:12","6.309","-","7.23"
"2024/05/25","18:18","6.245","-","7.17"
"2024/05/25","18:24","6.173","-","7.1"
"2024/05/25","18:30","6.095","-","6.98"
"2024/05/25","18:36","6.009","-","6.85"
"2024/05/25","18:42","5.917","-","6.76"
"2024/05/25","18:48","5.818","-","6.64"
"2024/05/25","18:54","5.714","-","6.55"
"2024/05/25","19:00","5.604","-","6.42"
"2024/05/25","19:06","5.489","-","6.3"
"2024/05/25","19:12","5.37","-","6.17"
"2024/05/25","19:18","5.245","-","6.06"
"2024/05/25","19:24","5.117","-","5.9"
"2024/05/25","19:30","4.986","-","5.76"
"2024/05/25","19:36","4.851","-","5.62"
"2024/05/25","19:42","4.714","-","5.49"
"2024/05/25","19:48","4.575","-","5.33"
"2024/05/25","19:54","4.433","-","5.17"
"2024/05/25","20:00","4.291","-","5.04"
"2024/05/25","20:06","4.147","-","4.89"
"2024/05/25","20:12","4.003","-","4.73"
"2024/05/25","20:18","3.859","-","4.55"
"2024/05/25","20:24","3.714","-","4.37"
"2024/05/25","20:30","3.571","-","4.23"
"2024/05/25","20:36","3.428","-","4.07"
"2024/05/25","20:42","3.287","-","3.92"
"2024/05/25","20:48","3.147","-","3.76"
"2024/05/25","20:54","3.01","-","3.59"
"2024/05/25","21:00","2.874","-","3.44"
"2024/05/25","21:06","2.741","-","3.3"
"2024/05/25","21:12","2.611","-","3.16"
"2024/05/25","21:18","2.484","-","3"
"2024/05/25","21:24","2.361","-","2.85"
"2024/05/25","21:30","2.24","-","2.72"
"2024/05/25","21:36","2.124","-","2.59"
"2024/05/25","21:42","2.012","-","2.45"
"2024/05/25","21:48","1.904","-","2.33"
"2024/05/25","21:54","1.801","-","2.22"
"2024/05/25","22:00","1.702","-","2.12"
"2024/05/25","22:06","1.608","-","2.01"
"2024/05/25","22:12","1.519","-","1.9"
"2024/05/25","22:18","1.435","-","1.78"
"2024/05/25","22:24","1.357","-","1.66"
"2024/05/25","22:30","1.285","-","1.61"
"2024/05/25","22:36","1.218","-","1.55"
"2024/05/25","22:42","1.158","-","1.48"
"2024/05/25","22:48","1.104","-","1.42"
"2024/05/25","22:54","1.057","-","1.36"
"2024/05/25","23:00","1.017","-","1.29"
"2024/05/25","23:06","0.984","-","1.23"
"2024/05/25","23:12","0.958","-","1.18"
"2024/05/25","23:18","0.94","-","1.17"
"2024/05/25","23:24","0.93","-","1.17"
"2024/05/25","23:30","0.928","-","1.18"
"2024/05/25","23:36","0.935","-","1.19"
"2024/05/25","23:42","0.95","-","1.21"
"2024/05/25","23:48","0.973","-","1.25"
"2024/05/25","23:54","1.005","-","1.27"
