"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/10/21","15:54","7.778","-","8.48"
"2023/10/21","16:00","7.742","-","8.47"
"2023/10/21","16:06","7.699","-","8.45"
"2023/10/21","16:12","7.652","-","8.43"
"2023/10/21","16:18","7.6","-","8.39"
"2023/10/21","16:24","7.544","-","8.39"
"2023/10/21","16:30","7.484","-","8.37"
"2023/10/21","16:36","7.422","-","8.34"
"2023/10/21","16:42","7.357","-","8.27"
"2023/10/21","16:48","7.289","-","8.23"
"2023/10/21","16:54","7.219","-","8.18"
"2023/10/21","17:00","7.148","-","8.1"
"2023/10/21","17:06","7.073","-","8.03"
"2023/10/21","17:12","6.997","-","7.96"
"2023/10/21","17:18","6.918","-","7.88"
"2023/10/21","17:24","6.836","-","7.8"
"2023/10/21","17:30","6.751","-","7.7"
"2023/10/21","17:36","6.663","-","7.58"
"2023/10/21","17:42","6.571","-","7.46"
"2023/10/21","17:48","6.474","-","7.35"
"2023/10/21","17:54","6.373","-","7.21"
"2023/10/21","18:00","6.268","-","7.07"
"2023/10/21","18:06","6.157","-","6.93"
"2023/10/21","18:12","6.04","-","6.77"
"2023/10/21","18:18","5.918","-","6.61"
"2023/10/21","18:24","5.79","-","6.43"
"2023/10/21","18:30","5.656","-","6.25"
"2023/10/21","18:36","5.515","-","6.05"
"2023/10/21","18:42","5.369","-","5.83"
"2023/10/21","18:48","5.217","-","5.61"
"2023/10/21","18:54","5.06","-","5.41"
"2023/10/21","19:00","4.896","-","5.18"
"2023/10/21","19:06","4.729","-","4.94"
"2023/10/21","19:12","4.556","-","4.72"
"2023/10/21","19:18","4.38","-","4.51"
"2023/10/21","19:24","4.201","-","4.3"
"2023/10/21","19:30","4.019","-","4.05"
"2023/10/21","19:36","3.835","-","3.84"
"2023/10/21","19:42","3.65","-","3.61"
"2023/10/21","19:48","3.466","-","3.39"
"2023/10/21","19:54","3.282","-","3.17"
"2023/10/21","20:00","3.1","-","2.95"
"2023/10/21","20:06","2.921","-","2.77"
"2023/10/21","20:12","2.746","-","2.58"
"2023/10/21","20:18","2.575","-","2.41"
"2023/10/21","20:24","2.409","-","2.25"
"2023/10/21","20:30","2.25","-","2.07"
"2023/10/21","20:36","2.097","-","1.93"
"2023/10/21","20:42","1.953","-","1.78"
"2023/10/21","20:48","1.816","-","1.65"
"2023/10/21","20:54","1.688","-","1.54"
"2023/10/21","21:00","1.57","-","1.42"
"2023/10/21","21:06","1.461","-","1.32"
"2023/10/21","21:12","1.361","-","1.2"
"2023/10/21","21:18","1.272","-","1.12"
"2023/10/21","21:24","1.191","-","1.03"
"2023/10/21","21:30","1.121","-","0.97"
"2023/10/21","21:36","1.06","-","0.9"
"2023/10/21","21:42","1.007","-","0.82"
"2023/10/21","21:48","0.964","-","0.76"
"2023/10/21","21:54","0.928","-","0.74"
"2023/10/21","22:00","0.9","-","0.68"
"2023/10/21","22:06","0.878","-","0.62"
"2023/10/21","22:12","0.863","-","0.58"
"2023/10/21","22:18","0.854","-","0.5"
"2023/10/21","22:24","0.849","-","0.46"
"2023/10/21","22:30","0.849","-","0.37"
"2023/10/21","22:36","0.853","-","0.3"
"2023/10/21","22:42","0.861","-","0.23"
"2023/10/21","22:48","0.871","-","0.17"
"2023/10/21","22:54","0.884","-","0.12"
"2023/10/21","23:00","0.9","-","0.08"
"2023/10/21","23:06","0.918","-","0.05"
"2023/10/21","23:12","0.939","-","0.01"
"2023/10/21","23:18","0.963","-","-0.01"
"2023/10/21","23:24","0.989","-","-0.03"
"2023/10/21","23:30","1.019","-","-0.01"
"2023/10/21","23:36","1.053","-","0"
"2023/10/21","23:42","1.091","-","0.01"
"2023/10/21","23:48","1.134","-","0.05"
"2023/10/21","23:54","1.182","-","0.1"
"2023/10/22","00:00","1.237","-","0.17"
"2023/10/22","00:06","1.3","-","0.22"
"2023/10/22","00:12","1.37","-","0.31"
"2023/10/22","00:18","1.448","-","0.41"
"2023/10/22","00:24","1.536","-","0.51"
"2023/10/22","00:30","1.633","-","0.65"
"2023/10/22","00:36","1.741","-","0.77"
"2023/10/22","00:42","1.859","-","0.92"
"2023/10/22","00:48","1.987","-","1.06"
"2023/10/22","00:54","2.126","-","1.21"
"2023/10/22","01:00","2.275","-","1.38"
"2023/10/22","01:06","2.435","-","1.57"
"2023/10/22","01:12","2.604","-","1.77"
"2023/10/22","01:18","2.782","-","1.96"
"2023/10/22","01:24","2.968","-","2.15"
"2023/10/22","01:30","3.162","-","2.37"
"2023/10/22","01:36","3.361","-","2.55"
"2023/10/22","01:42","3.565","-","2.78"
"2023/10/22","01:48","3.773","-","2.96"
"2023/10/22","01:54","3.983","-","3.16"
"2023/10/22","02:00","4.194","-","3.34"
"2023/10/22","02:06","4.403","-","3.53"
"2023/10/22","02:12","4.611","-","3.72"
"2023/10/22","02:18","4.814","-","3.89"
"2023/10/22","02:24","5.013","-","4.08"
"2023/10/22","02:30","5.205","-","4.23"
"2023/10/22","02:36","5.389","-","4.41"
"2023/10/22","02:42","5.564","-","4.56"
"2023/10/22","02:48","5.729","-","4.69"
"2023/10/22","02:54","5.884","-","4.83"
"2023/10/22","03:00","6.027","-","4.96"
"2023/10/22","03:06","6.159","-","5.05"
"2023/10/22","03:12","6.278","-","5.16"
"2023/10/22","03:18","6.385","-","5.27"
"2023/10/22","03:24","6.479","-","5.36"
"2023/10/22","03:30","6.562","-","5.44"
"2023/10/22","03:36","6.632","-","5.54"
"2023/10/22","03:42","6.691","-","5.6"
"2023/10/22","03:48","6.739","-","5.66"
"2023/10/22","03:54","6.776","-","5.73"
"2023/10/22","04:00","6.804","-","5.78"
"2023/10/22","04:06","6.823","-","5.84"
"2023/10/22","04:12","6.834","-","5.87"
"2023/10/22","04:18","6.837","-","5.91"
"2023/10/22","04:24","6.834","-","5.96"
"2023/10/22","04:30","6.825","-","5.97"
"2023/10/22","04:36","6.811","-","6"
"2023/10/22","04:42","6.792","-","6.02"
"2023/10/22","04:48","6.77","-","6.05"
"2023/10/22","04:54","6.744","-","6.08"
"2023/10/22","05:00","6.715","-","6.08"
"2023/10/22","05:06","6.683","-","6.1"
"2023/10/22","05:12","6.649","-","6.13"
"2023/10/22","05:18","6.613","-","6.14"
"2023/10/22","05:24","6.574","-","6.11"
"2023/10/22","05:30","6.533","-","6.11"
"2023/10/22","05:36","6.489","-","6.08"
"2023/10/22","05:42","6.442","-","6.04"
"2023/10/22","05:48","6.393","-","6.01"
"2023/10/22","05:54","6.34","-","5.96"
"2023/10/22","06:00","6.283","-","5.92"
"2023/10/22","06:06","6.222","-","5.84"
"2023/10/22","06:12","6.157","-","5.79"
"2023/10/22","06:18","6.087","-","5.69"
"2023/10/22","06:24","6.012","-","5.6"
"2023/10/22","06:30","5.93","-","5.52"
"2023/10/22","06:36","5.843","-","5.41"
"2023/10/22","06:42","5.75","-","5.32"
"2023/10/22","06:48","5.65","-","5.21"
"2023/10/22","06:54","5.544","-","5.1"
"2023/10/22","07:00","5.431","-","4.97"
"2023/10/22","07:06","5.312","-","4.85"
"2023/10/22","07:12","5.186","-","4.72"
"2023/10/22","07:18","5.053","-","4.57"
"2023/10/22","07:24","4.915","-","4.44"
"2023/10/22","07:30","4.771","-","4.31"
"2023/10/22","07:36","4.621","-","4.18"
"2023/10/22","07:42","4.467","-","4.01"
"2023/10/22","07:48","4.309","-","3.85"
"2023/10/22","07:54","4.148","-","3.68"
"2023/10/22","08:00","3.984","-","3.55"
"2023/10/22","08:06","3.818","-","3.39"
"2023/10/22","08:12","3.651","-","3.23"
"2023/10/22","08:18","3.485","-","3.07"
"2023/10/22","08:24","3.319","-","2.9"
"2023/10/22","08:30","3.156","-","2.76"
"2023/10/22","08:36","2.995","-","2.62"
"2023/10/22","08:42","2.838","-","2.47"
"2023/10/22","08:48","2.686","-","2.33"
"2023/10/22","08:54","2.539","-","2.21"
"2023/10/22","09:00","2.399","-","2.06"
"2023/10/22","09:06","2.265","-","1.95"
"2023/10/22","09:12","2.14","-","1.84"
"2023/10/22","09:18","2.023","-","1.72"
"2023/10/22","09:24","1.915","-","1.61"
"2023/10/22","09:30","1.815","-","1.53"
"2023/10/22","09:36","1.726","-","1.44"
"2023/10/22","09:42","1.645","-","1.36"
"2023/10/22","09:48","1.575","-","1.28"
"2023/10/22","09:54","1.514","-","1.22"
"2023/10/22","10:00","1.462","-","1.16"
"2023/10/22","10:06","1.419","-","1.12"
"2023/10/22","10:12","1.384","-","1.08"
"2023/10/22","10:18","1.358","-","1.04"
"2023/10/22","10:24","1.339","-","1"
"2023/10/22","10:30","1.328","-","0.98"
"2023/10/22","10:36","1.322","-","0.98"
"2023/10/22","10:42","1.323","-","0.97"
"2023/10/22","10:48","1.329","-","0.97"
"2023/10/22","10:54","1.339","-","0.97"
"2023/10/22","11:00","1.353","-","0.96"
"2023/10/22","11:06","1.371","-","0.96"
"2023/10/22","11:12","1.392","-","0.97"
"2023/10/22","11:18","1.416","-","0.97"
"2023/10/22","11:24","1.443","-","0.99"
"2023/10/22","11:30","1.471","-","0.99"
"2023/10/22","11:36","1.503","-","1"
"2023/10/22","11:42","1.537","-","1.02"
"2023/10/22","11:48","1.573","-","1.07"
"2023/10/22","11:54","1.613","-","1.09"
"2023/10/22","12:00","1.657","-","1.13"
"2023/10/22","12:06","1.704","-","1.17"
"2023/10/22","12:12","1.756","-","1.24"
"2023/10/22","12:18","1.814","-","1.31"
"2023/10/22","12:24","1.877","-","1.36"
"2023/10/22","12:30","1.948","-","1.44"
"2023/10/22","12:36","2.025","-","1.54"
"2023/10/22","12:42","2.111","-","1.63"
"2023/10/22","12:48","2.206","-","1.76"
"2023/10/22","12:54","2.31","-","1.9"
"2023/10/22","13:00","2.424","-","2.06"
"2023/10/22","13:06","2.548","-","2.23"
"2023/10/22","13:12","2.682","-","2.4"
"2023/10/22","13:18","2.827","-","2.6"
"2023/10/22","13:24","2.982","-","2.79"
"2023/10/22","13:30","3.146","-","2.99"
"2023/10/22","13:36","3.321","-","3.2"
"2023/10/22","13:42","3.504","-","3.39"
"2023/10/22","13:48","3.695","-","3.55"
"2023/10/22","13:54","3.894","-","3.75"
"2023/10/22","14:00","4.098","-","3.94"
"2023/10/22","14:06","4.308","-","4.11"
"2023/10/22","14:12","4.521","-","4.28"
"2023/10/22","14:18","4.736","-","4.42"
"2023/10/22","14:24","4.952","-","4.58"
"2023/10/22","14:30","5.167","-","4.75"
"2023/10/22","14:36","5.38","-","4.89"
"2023/10/22","14:42","5.589","-","5.04"
"2023/10/22","14:48","5.793","-","5.19"
"2023/10/22","14:54","5.99","-","5.33"
"2023/10/22","15:00","6.179","-","5.46"
"2023/10/22","15:06","6.36","-","5.59"
"2023/10/22","15:12","6.53","-","5.75"
"2023/10/22","15:18","6.689","-","5.87"
"2023/10/22","15:24","6.837","-","6"
"2023/10/22","15:30","6.973","-","6.13"
"2023/10/22","15:36","7.096","-","6.26"
"2023/10/22","15:42","7.206","-","6.38"
"2023/10/22","15:48","7.303","-","6.49"
"2023/10/22","15:54","7.388","-","6.6"
"2023/10/22","16:00","7.46","-","6.68"
"2023/10/22","16:06","7.52","-","6.78"
"2023/10/22","16:12","7.568","-","6.84"
"2023/10/22","16:18","7.605","-","6.87"
"2023/10/22","16:24","7.632","-","6.91"
"2023/10/22","16:30","7.65","-","6.93"
"2023/10/22","16:36","7.658","-","6.96"
"2023/10/22","16:42","7.659","-","7"
"2023/10/22","16:48","7.652","-","7"
"2023/10/22","16:54","7.638","-","7.02"
"2023/10/22","17:00","7.619","-","7.02"
"2023/10/22","17:06","7.595","-","7.03"
"2023/10/22","17:12","7.567","-","7.02"
"2023/10/22","17:18","7.534","-","7.01"
"2023/10/22","17:24","7.498","-","6.99"
"2023/10/22","17:30","7.459","-","7"
"2023/10/22","17:36","7.417","-","6.98"
"2023/10/22","17:42","7.372","-","6.98"
"2023/10/22","17:48","7.324","-","6.96"
"2023/10/22","17:54","7.274","-","6.94"
"2023/10/22","18:00","7.221","-","6.92"
"2023/10/22","18:06","7.165","-","6.87"
"2023/10/22","18:12","7.106","-","6.84"
"2023/10/22","18:18","7.043","-","6.78"
"2023/10/22","18:24","6.976","-","6.73"
"2023/10/22","18:30","6.905","-","6.67"
"2023/10/22","18:36","6.829","-","6.59"
"2023/10/22","18:42","6.748","-","6.52"
"2023/10/22","18:48","6.661","-","6.43"
"2023/10/22","18:54","6.569","-","6.33"
"2023/10/22","19:00","6.47","-","6.23"
"2023/10/22","19:06","6.365","-","6.11"
"2023/10/22","19:12","6.252","-","5.97"
"2023/10/22","19:18","6.133","-","5.85"
"2023/10/22","19:24","6.007","-","5.7"
"2023/10/22","19:30","5.873","-","5.55"
"2023/10/22","19:36","5.733","-","5.4"
"2023/10/22","19:42","5.585","-","5.23"
"2023/10/22","19:48","5.431","-","5.06"
"2023/10/22","19:54","5.27","-","4.88"
"2023/10/22","20:00","5.104","-","4.68"
"2023/10/22","20:06","4.932","-","4.49"
"2023/10/22","20:12","4.755","-","4.29"
"2023/10/22","20:18","4.574","-","4.09"
"2023/10/22","20:24","4.389","-","3.89"
"2023/10/22","20:30","4.202","-","3.71"
"2023/10/22","20:36","4.013","-","3.53"
"2023/10/22","20:42","3.823","-","3.35"
"2023/10/22","20:48","3.634","-","3.16"
"2023/10/22","20:54","3.445","-","2.95"
"2023/10/22","21:00","3.259","-","2.77"
"2023/10/22","21:06","3.075","-","2.59"
"2023/10/22","21:12","2.895","-","2.43"
"2023/10/22","21:18","2.72","-","2.28"
"2023/10/22","21:24","2.55","-","2.14"
"2023/10/22","21:30","2.387","-","2"
"2023/10/22","21:36","2.231","-","1.87"
"2023/10/22","21:42","2.083","-","1.76"
"2023/10/22","21:48","1.943","-","1.62"
"2023/10/22","21:54","1.811","-","1.5"
"2023/10/22","22:00","1.688","-","1.36"
"2023/10/22","22:06","1.575","-","1.25"
"2023/10/22","22:12","1.47","-","1.12"
"2023/10/22","22:18","1.375","-","1"
"2023/10/22","22:24","1.288","-","0.9"
"2023/10/22","22:30","1.211","-","0.8"
"2023/10/22","22:36","1.141","-","0.73"
"2023/10/22","22:42","1.08","-","0.65"
"2023/10/22","22:48","1.026","-","0.57"
"2023/10/22","22:54","0.98","-","0.49"
"2023/10/22","23:00","0.939","-","0.42"
"2023/10/22","23:06","0.905","-","0.37"
"2023/10/22","23:12","0.876","-","0.32"
"2023/10/22","23:18","0.851","-","0.26"
"2023/10/22","23:24","0.831","-","0.23"
"2023/10/22","23:30","0.814","-","0.2"
"2023/10/22","23:36","0.801","-","0.17"
"2023/10/22","23:42","0.791","-","0.16"
"2023/10/22","23:48","0.784","-","0.13"
"2023/10/22","23:54","0.779","-","0.12"
"2023/10/23","00:00","0.777","-","0.08"
"2023/10/23","00:06","0.779","-","0.05"
"2023/10/23","00:12","0.783","-","0.04"
"2023/10/23","00:18","0.791","-","0.03"
"2023/10/23","00:24","0.803","-","0.02"
"2023/10/23","00:30","0.82","-","0.03"
"2023/10/23","00:36","0.842","-","0.03"
"2023/10/23","00:42","0.87","-","0.06"
"2023/10/23","00:48","0.905","-","0.1"
"2023/10/23","00:54","0.948","-","0.14"
"2023/10/23","01:00","0.999","-","0.19"
"2023/10/23","01:06","1.059","-","0.28"
"2023/10/23","01:12","1.129","-","0.38"
"2023/10/23","01:18","1.21","-","0.5"
"2023/10/23","01:24","1.301","-","0.65"
"2023/10/23","01:30","1.404","-","0.81"
"2023/10/23","01:36","1.519","-","0.97"
"2023/10/23","01:42","1.646","-","1.13"
"2023/10/23","01:48","1.785","-","1.34"
"2023/10/23","01:54","1.935","-","1.55"
"2023/10/23","02:00","2.097","-","1.75"
"2023/10/23","02:06","2.269","-","1.97"
"2023/10/23","02:12","2.452","-","2.19"
"2023/10/23","02:18","2.644","-","2.43"
"2023/10/23","02:24","2.844","-","2.65"
"2023/10/23","02:30","3.05","-","2.88"
"2023/10/23","02:36","3.263","-","3.12"
"2023/10/23","02:42","3.48","-","3.35"
"2023/10/23","02:48","3.699","-","3.6"
"2023/10/23","02:54","3.92","-","3.83"
"2023/10/23","03:00","4.141","-","4.06"
"2023/10/23","03:06","4.36","-","4.28"
"2023/10/23","03:12","4.576","-","4.5"
"2023/10/23","03:18","4.787","-","4.7"
"2023/10/23","03:24","4.992","-","4.89"
"2023/10/23","03:30","5.189","-","5.1"
"2023/10/23","03:36","5.379","-","5.27"
"2023/10/23","03:42","5.559","-","5.46"
"2023/10/23","03:48","5.729","-","5.63"
"2023/10/23","03:54","5.888","-","5.78"
"2023/10/23","04:00","6.035","-","5.91"
"2023/10/23","04:06","6.171","-","6.05"
"2023/10/23","04:12","6.295","-","6.18"
"2023/10/23","04:18","6.408","-","6.28"
"2023/10/23","04:24","6.508","-","6.37"
"2023/10/23","04:30","6.598","-","6.45"
"2023/10/23","04:36","6.676","-","6.52"
"2023/10/23","04:42","6.743","-","6.57"
"2023/10/23","04:48","6.801","-","6.61"
"2023/10/23","04:54","6.85","-","6.65"
"2023/10/23","05:00","6.89","-","6.68"
"2023/10/23","05:06","6.922","-","6.67"
"2023/10/23","05:12","6.947","-","6.69"
"2023/10/23","05:18","6.966","-","6.71"
"2023/10/23","05:24","6.979","-","6.73"
"2023/10/23","05:30","6.987","-","6.75"
"2023/10/23","05:36","6.991","-","6.78"
"2023/10/23","05:42","6.99","-","6.81"
"2023/10/23","05:48","6.986","-","6.85"
"2023/10/23","05:54","6.979","-","6.88"
"2023/10/23","06:00","6.968","-","6.89"
"2023/10/23","06:06","6.955","-","6.92"
"2023/10/23","06:12","6.938","-","6.94"
"2023/10/23","06:18","6.919","-","6.97"
"2023/10/23","06:24","6.896","-","6.98"
"2023/10/23","06:30","6.87","-","7"
"2023/10/23","06:36","6.841","-","7.01"
"2023/10/23","06:42","6.807","-","7.01"
"2023/10/23","06:48","6.769","-","7.01"
"2023/10/23","06:54","6.726","-","6.99"
"2023/10/23","07:00","6.678","-","6.97"
"2023/10/23","07:06","6.624","-","6.93"
"2023/10/23","07:12","6.563","-","6.89"
"2023/10/23","07:18","6.497","-","6.83"
"2023/10/23","07:24","6.423","-","6.76"
"2023/10/23","07:30","6.341","-","6.66"
"2023/10/23","07:36","6.253","-","6.57"
"2023/10/23","07:42","6.156","-","6.47"
"2023/10/23","07:48","6.051","-","6.36"
"2023/10/23","07:54","5.938","-","6.22"
"2023/10/23","08:00","5.817","-","6.09"
"2023/10/23","08:06","5.689","-","5.94"
"2023/10/23","08:12","5.552","-","5.78"
"2023/10/23","08:18","5.409","-","5.62"
"2023/10/23","08:24","5.258","-","5.45"
"2023/10/23","08:30","5.101","-","5.27"
"2023/10/23","08:36","4.938","-","5.08"
"2023/10/23","08:42","4.77","-","4.89"
"2023/10/23","08:48","4.597","-","4.71"
"2023/10/23","08:54","4.421","-","4.51"
"2023/10/23","09:00","4.243","-","4.33"
"2023/10/23","09:06","4.062","-","4.15"
"2023/10/23","09:12","3.881","-","3.96"
"2023/10/23","09:18","3.7","-","3.78"
"2023/10/23","09:24","3.521","-","3.61"
"2023/10/23","09:30","3.344","-","3.44"
"2023/10/23","09:36","3.169","-","3.26"
"2023/10/23","09:42","3","-","3.1"
"2023/10/23","09:48","2.835","-","2.94"
"2023/10/23","09:54","2.676","-","2.81"
"2023/10/23","10:00","2.524","-","2.65"
"2023/10/23","10:06","2.379","-","2.51"
"2023/10/23","10:12","2.242","-","2.38"
"2023/10/23","10:18","2.113","-","2.24"
"2023/10/23","10:24","1.993","-","2.12"
"2023/10/23","10:30","1.882","-","2.01"
"2023/10/23","10:36","1.78","-","1.91"
"2023/10/23","10:42","1.687","-","1.82"
"2023/10/23","10:48","1.604","-","1.73"
"2023/10/23","10:54","1.529","-","1.67"
"2023/10/23","11:00","1.462","-","1.63"
"2023/10/23","11:06","1.404","-","1.58"
"2023/10/23","11:12","1.353","-","1.55"
"2023/10/23","11:18","1.309","-","1.53"
"2023/10/23","11:24","1.272","-","1.53"
"2023/10/23","11:30","1.241","-","1.51"
"2023/10/23","11:36","1.215","-","1.53"
"2023/10/23","11:42","1.194","-","1.53"
"2023/10/23","11:48","1.177","-","1.52"
"2023/10/23","11:54","1.164","-","1.5"
"2023/10/23","12:00","1.155","-","1.51"
"2023/10/23","12:06","1.148","-","1.48"
"2023/10/23","12:12","1.145","-","1.49"
"2023/10/23","12:18","1.144","-","1.48"
"2023/10/23","12:24","1.146","-","1.5"
"2023/10/23","12:30","1.151","-","1.49"
"2023/10/23","12:36","1.159","-","1.49"
"2023/10/23","12:42","1.17","-","1.49"
"2023/10/23","12:48","1.186","-","1.49"
"2023/10/23","12:54","1.206","-","1.51"
"2023/10/23","13:00","1.232","-","1.53"
"2023/10/23","13:06","1.263","-","1.55"
"2023/10/23","13:12","1.301","-","1.59"
"2023/10/23","13:18","1.347","-","1.63"
"2023/10/23","13:24","1.401","-","1.69"
"2023/10/23","13:30","1.464","-","1.75"
"2023/10/23","13:36","1.537","-","1.84"
"2023/10/23","13:42","1.62","-","1.91"
"2023/10/23","13:48","1.715","-","2.01"
"2023/10/23","13:54","1.821","-","2.13"
"2023/10/23","14:00","1.94","-","2.25"
"2023/10/23","14:06","2.07","-","2.4"
"2023/10/23","14:12","2.212","-","2.55"
"2023/10/23","14:18","2.366","-","2.7"
"2023/10/23","14:24","2.532","-","2.87"
"2023/10/23","14:30","2.709","-","3.05"
"2023/10/23","14:36","2.897","-","3.25"
"2023/10/23","14:42","3.093","-","3.46"
"2023/10/23","14:48","3.299","-","3.67"
"2023/10/23","14:54","3.511","-","3.89"
"2023/10/23","15:00","3.73","-","4.11"
"2023/10/23","15:06","3.953","-","4.34"
"2023/10/23","15:12","4.18","-","4.59"
"2023/10/23","15:18","4.408","-","4.82"
"2023/10/23","15:24","4.636","-","5.07"
"2023/10/23","15:30","4.862","-","5.32"
"2023/10/23","15:36","5.086","-","5.56"
"2023/10/23","15:42","5.304","-","5.79"
"2023/10/23","15:48","5.517","-","6.04"
"2023/10/23","15:54","5.723","-","6.27"
"2023/10/23","16:00","5.921","-","6.49"
"2023/10/23","16:06","6.109","-","6.71"
"2023/10/23","16:12","6.286","-","6.91"
"2023/10/23","16:18","6.453","-","7.12"
"2023/10/23","16:24","6.608","-","7.3"
"2023/10/23","16:30","6.752","-","7.48"
"2023/10/23","16:36","6.883","-","7.64"
"2023/10/23","16:42","7.001","-","7.78"
"2023/10/23","16:48","7.108","-","7.91"
"2023/10/23","16:54","7.203","-","8.03"
"2023/10/23","17:00","7.286","-","8.11"
"2023/10/23","17:06","7.359","-","8.2"
"2023/10/23","17:12","7.421","-","8.27"
"2023/10/23","17:18","7.473","-","8.33"
"2023/10/23","17:24","7.516","-","8.38"
"2023/10/23","17:30","7.551","-","8.42"
"2023/10/23","17:36","7.578","-","8.45"
"2023/10/23","17:42","7.598","-","8.47"
"2023/10/23","17:48","7.612","-","8.48"
"2023/10/23","17:54","7.621","-","8.5"
"2023/10/23","18:00","7.624","-","8.51"
"2023/10/23","18:06","7.623","-","8.51"
"2023/10/23","18:12","7.617","-","8.51"
"2023/10/23","18:18","7.608","-","8.51"
"2023/10/23","18:24","7.596","-","8.52"
"2023/10/23","18:30","7.58","-","8.52"
"2023/10/23","18:36","7.56","-","8.53"
"2023/10/23","18:42","7.537","-","8.53"
"2023/10/23","18:48","7.51","-","8.54"
"2023/10/23","18:54","7.48","-","8.54"
"2023/10/23","19:00","7.445","-","8.54"
"2023/10/23","19:06","7.406","-","8.53"
"2023/10/23","19:12","7.362","-","8.52"
"2023/10/23","19:18","7.313","-","8.5"
"2023/10/23","19:24","7.258","-","8.47"
"2023/10/23","19:30","7.196","-","8.44"
"2023/10/23","19:36","7.128","-","8.4"
"2023/10/23","19:42","7.052","-","8.34"
"2023/10/23","19:48","6.969","-","8.28"
"2023/10/23","19:54","6.878","-","8.21"
"2023/10/23","20:00","6.779","-","8.13"
"2023/10/23","20:06","6.671","-","8.03"
"2023/10/23","20:12","6.554","-","7.91"
"2023/10/23","20:18","6.429","-","7.79"
"2023/10/23","20:24","6.295","-","7.65"
"2023/10/23","20:30","6.152","-","7.5"
"2023/10/23","20:36","6.001","-","7.35"
"2023/10/23","20:42","5.841","-","7.17"
"2023/10/23","20:48","5.674","-","7"
"2023/10/23","20:54","5.5","-","6.81"
"2023/10/23","21:00","5.319","-","6.62"
"2023/10/23","21:06","5.132","-","6.41"
"2023/10/23","21:12","4.941","-","6.2"
"2023/10/23","21:18","4.744","-","5.99"
"2023/10/23","21:24","4.545","-","5.77"
"2023/10/23","21:30","4.343","-","5.55"
"2023/10/23","21:36","4.139","-","5.33"
"2023/10/23","21:42","3.936","-","5.1"
"2023/10/23","21:48","3.732","-","4.87"
"2023/10/23","21:54","3.531","-","4.65"
"2023/10/23","22:00","3.332","-","4.43"
"2023/10/23","22:06","3.137","-","4.2"
"2023/10/23","22:12","2.946","-","3.98"
"2023/10/23","22:18","2.761","-","3.77"
"2023/10/23","22:24","2.582","-","3.56"
"2023/10/23","22:30","2.41","-","3.36"
"2023/10/23","22:36","2.245","-","3.16"
"2023/10/23","22:42","2.089","-","2.98"
"2023/10/23","22:48","1.941","-","2.8"
"2023/10/23","22:54","1.801","-","2.64"
"2023/10/23","23:00","1.671","-","2.48"
"2023/10/23","23:06","1.549","-","2.35"
"2023/10/23","23:12","1.437","-","2.22"
"2023/10/23","23:18","1.333","-","2.1"
"2023/10/23","23:24","1.237","-","1.99"
"2023/10/23","23:30","1.15","-","1.93"
"2023/10/23","23:36","1.07","-","1.87"
"2023/10/23","23:42","0.998","-","1.82"
"2023/10/23","23:48","0.932","-","1.79"
"2023/10/23","23:54","0.872","-","1.77"
"2023/10/24","00:00","0.817","-","1.75"
"2023/10/24","00:06","0.768","-","1.74"
"2023/10/24","00:12","0.723","-","1.74"
"2023/10/24","00:18","0.682","-","1.73"
"2023/10/24","00:24","0.645","-","1.72"
"2023/10/24","00:30","0.611","-","1.71"
"2023/10/24","00:36","0.581","-","1.69"
"2023/10/24","00:42","0.554","-","1.67"
"2023/10/24","00:48","0.53","-","1.66"
"2023/10/24","00:54","0.509","-","1.63"
"2023/10/24","01:00","0.492","-","1.6"
"2023/10/24","01:06","0.479","-","1.57"
"2023/10/24","01:12","0.47","-","1.55"
"2023/10/24","01:18","0.467","-","1.53"
"2023/10/24","01:24","0.47","-","1.52"
"2023/10/24","01:30","0.48","-","1.5"
"2023/10/24","01:36","0.497","-","1.49"
"2023/10/24","01:42","0.522","-","1.52"
"2023/10/24","01:48","0.557","-","1.54"
"2023/10/24","01:54","0.602","-","1.57"
"2023/10/24","02:00","0.658","-","1.61"
"2023/10/24","02:06","0.726","-","1.67"
"2023/10/24","02:12","0.806","-","1.74"
"2023/10/24","02:18","0.899","-","1.82"
"2023/10/24","02:24","1.005","-","1.93"
"2023/10/24","02:30","1.125","-","2.04"
"2023/10/24","02:36","1.258","-","2.17"
"2023/10/24","02:42","1.405","-","2.32"
"2023/10/24","02:48","1.565","-","2.49"
"2023/10/24","02:54","1.738","-","2.66"
"2023/10/24","03:00","1.922","-","2.86"
"2023/10/24","03:06","2.119","-","3.07"
"2023/10/24","03:12","2.325","-","3.28"
"2023/10/24","03:18","2.54","-","3.51"
"2023/10/24","03:24","2.763","-","3.73"
"2023/10/24","03:30","2.993","-","3.97"
"2023/10/24","03:36","3.227","-","4.22"
"2023/10/24","03:42","3.465","-","4.47"
"2023/10/24","03:48","3.704","-","4.72"
"2023/10/24","03:54","3.944","-","4.96"
"2023/10/24","04:00","4.182","-","5.21"
"2023/10/24","04:06","4.417","-","5.47"
"2023/10/24","04:12","4.648","-","5.71"
"2023/10/24","04:18","4.873","-","5.94"
"2023/10/24","04:24","5.09","-","6.18"
"2023/10/24","04:30","5.3","-","6.4"
"2023/10/24","04:36","5.501","-","6.61"
