"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/10/21","09:36","5.818","-","7.64"
"2023/10/21","09:42","5.741","-","7.6"
"2023/10/21","09:48","5.659","-","7.51"
"2023/10/21","09:54","5.572","-","7.4"
"2023/10/21","10:00","5.479","-","7.28"
"2023/10/21","10:06","5.382","-","7.14"
"2023/10/21","10:12","5.28","-","7.01"
"2023/10/21","10:18","5.173","-","6.88"
"2023/10/21","10:24","5.063","-","6.74"
"2023/10/21","10:30","4.95","-","6.62"
"2023/10/21","10:36","4.833","-","6.54"
"2023/10/21","10:42","4.714","-","6.43"
"2023/10/21","10:48","4.593","-","6.31"
"2023/10/21","10:54","4.47","-","6.18"
"2023/10/21","11:00","4.346","-","6.03"
"2023/10/21","11:06","4.221","-","5.89"
"2023/10/21","11:12","4.095","-","5.72"
"2023/10/21","11:18","3.968","-","5.58"
"2023/10/21","11:24","3.842","-","5.49"
"2023/10/21","11:30","3.716","-","5.35"
"2023/10/21","11:36","3.591","-","5.2"
"2023/10/21","11:42","3.468","-","5.05"
"2023/10/21","11:48","3.345","-","4.9"
"2023/10/21","11:54","3.224","-","4.75"
"2023/10/21","12:00","3.106","-","4.62"
"2023/10/21","12:06","2.989","-","4.49"
"2023/10/21","12:12","2.875","-","4.35"
"2023/10/21","12:18","2.764","-","4.21"
"2023/10/21","12:24","2.655","-","4.08"
"2023/10/21","12:30","2.55","-","3.97"
"2023/10/21","12:36","2.448","-","3.86"
"2023/10/21","12:42","2.349","-","3.76"
"2023/10/21","12:48","2.254","-","3.66"
"2023/10/21","12:54","2.162","-","3.52"
"2023/10/21","13:00","2.075","-","3.4"
"2023/10/21","13:06","1.991","-","3.28"
"2023/10/21","13:12","1.911","-","3.22"
"2023/10/21","13:18","1.836","-","3.17"
"2023/10/21","13:24","1.764","-","3.1"
"2023/10/21","13:30","1.697","-","3.01"
"2023/10/21","13:36","1.635","-","2.94"
"2023/10/21","13:42","1.577","-","2.86"
"2023/10/21","13:48","1.524","-","2.77"
"2023/10/21","13:54","1.476","-","2.69"
"2023/10/21","14:00","1.433","-","2.64"
"2023/10/21","14:06","1.395","-","2.63"
"2023/10/21","14:12","1.362","-","2.62"
"2023/10/21","14:18","1.335","-","2.59"
"2023/10/21","14:24","1.314","-","2.56"
"2023/10/21","14:30","1.299","-","2.56"
"2023/10/21","14:36","1.29","-","2.54"
"2023/10/21","14:42","1.287","-","2.5"
"2023/10/21","14:48","1.291","-","2.52"
"2023/10/21","14:54","1.302","-","2.53"
"2023/10/21","15:00","1.32","-","2.53"
"2023/10/21","15:06","1.344","-","2.58"
"2023/10/21","15:12","1.376","-","2.65"
"2023/10/21","15:18","1.416","-","2.73"
"2023/10/21","15:24","1.462","-","2.78"
"2023/10/21","15:30","1.517","-","2.83"
"2023/10/21","15:36","1.578","-","2.91"
"2023/10/21","15:42","1.648","-","3.01"
"2023/10/21","15:48","1.724","-","3.09"
"2023/10/21","15:54","1.808","-","3.15"
"2023/10/21","16:00","1.898","-","3.27"
"2023/10/21","16:06","1.996","-","3.35"
"2023/10/21","16:12","2.1","-","3.45"
"2023/10/21","16:18","2.21","-","3.58"
"2023/10/21","16:24","2.326","-","3.67"
"2023/10/21","16:30","2.447","-","3.75"
"2023/10/21","16:36","2.573","-","3.82"
"2023/10/21","16:42","2.704","-","3.93"
"2023/10/21","16:48","2.838","-","4.08"
"2023/10/21","16:54","2.976","-","4.28"
"2023/10/21","17:00","3.117","-","4.43"
"2023/10/21","17:06","3.261","-","4.49"
"2023/10/21","17:12","3.406","-","4.56"
"2023/10/21","17:18","3.552","-","4.69"
"2023/10/21","17:24","3.7","-","4.86"
"2023/10/21","17:30","3.848","-","5.06"
"2023/10/21","17:36","3.995","-","5.26"
"2023/10/21","17:42","4.142","-","5.4"
"2023/10/21","17:48","4.288","-","5.52"
"2023/10/21","17:54","4.433","-","5.61"
"2023/10/21","18:00","4.576","-","5.76"
"2023/10/21","18:06","4.717","-","5.95"
"2023/10/21","18:12","4.856","-","6.12"
"2023/10/21","18:18","4.992","-","6.25"
"2023/10/21","18:24","5.125","-","6.37"
"2023/10/21","18:30","5.255","-","6.47"
"2023/10/21","18:36","5.382","-","6.61"
"2023/10/21","18:42","5.505","-","6.77"
"2023/10/21","18:48","5.625","-","6.91"
"2023/10/21","18:54","5.74","-","7.03"
"2023/10/21","19:00","5.852","-","7.11"
"2023/10/21","19:06","5.96","-","7.19"
"2023/10/21","19:12","6.063","-","7.31"
"2023/10/21","19:18","6.162","-","7.45"
"2023/10/21","19:24","6.256","-","7.54"
"2023/10/21","19:30","6.345","-","7.61"
"2023/10/21","19:36","6.43","-","7.66"
"2023/10/21","19:42","6.509","-","7.76"
"2023/10/21","19:48","6.582","-","7.87"
"2023/10/21","19:54","6.65","-","7.95"
"2023/10/21","20:00","6.712","-","8.01"
"2023/10/21","20:06","6.769","-","8.07"
"2023/10/21","20:12","6.818","-","8.09"
"2023/10/21","20:18","6.862","-","8.1"
"2023/10/21","20:24","6.898","-","8.14"
"2023/10/21","20:30","6.928","-","8.2"
"2023/10/21","20:36","6.951","-","8.23"
"2023/10/21","20:42","6.967","-","8.22"
"2023/10/21","20:48","6.975","-","8.17"
"2023/10/21","20:54","6.976","-","8.16"
"2023/10/21","21:00","6.969","-","8.12"
"2023/10/21","21:06","6.954","-","8.06"
"2023/10/21","21:12","6.932","-","8.01"
"2023/10/21","21:18","6.903","-","7.96"
"2023/10/21","21:24","6.865","-","7.93"
"2023/10/21","21:30","6.82","-","7.9"
"2023/10/21","21:36","6.768","-","7.84"
"2023/10/21","21:42","6.709","-","7.74"
"2023/10/21","21:48","6.642","-","7.62"
"2023/10/21","21:54","6.568","-","7.52"
"2023/10/21","22:00","6.488","-","7.43"
"2023/10/21","22:06","6.401","-","7.33"
"2023/10/21","22:12","6.309","-","7.21"
"2023/10/21","22:18","6.21","-","7.09"
"2023/10/21","22:24","6.106","-","6.96"
"2023/10/21","22:30","5.996","-","6.81"
"2023/10/21","22:36","5.882","-","6.69"
"2023/10/21","22:42","5.763","-","6.59"
"2023/10/21","22:48","5.64","-","6.48"
"2023/10/21","22:54","5.513","-","6.33"
"2023/10/21","23:00","5.383","-","6.18"
"2023/10/21","23:06","5.25","-","6.02"
"2023/10/21","23:12","5.115","-","5.86"
"2023/10/21","23:18","4.977","-","5.73"
"2023/10/21","23:24","4.837","-","5.59"
"2023/10/21","23:30","4.696","-","5.43"
"2023/10/21","23:36","4.554","-","5.23"
"2023/10/21","23:42","4.411","-","5.01"
"2023/10/21","23:48","4.268","-","4.87"
"2023/10/21","23:54","4.125","-","4.73"
"2023/10/22","00:00","3.982","-","4.6"
"2023/10/22","00:06","3.839","-","4.42"
"2023/10/22","00:12","3.698","-","4.23"
"2023/10/22","00:18","3.558","-","4.05"
"2023/10/22","00:24","3.419","-","3.88"
"2023/10/22","00:30","3.282","-","3.72"
"2023/10/22","00:36","3.147","-","3.6"
"2023/10/22","00:42","3.014","-","3.45"
"2023/10/22","00:48","2.883","-","3.3"
"2023/10/22","00:54","2.756","-","3.12"
"2023/10/22","01:00","2.63","-","2.97"
"2023/10/22","01:06","2.508","-","2.85"
"2023/10/22","01:12","2.389","-","2.71"
"2023/10/22","01:18","2.273","-","2.58"
"2023/10/22","01:24","2.16","-","2.42"
"2023/10/22","01:30","2.05","-","2.25"
"2023/10/22","01:36","1.944","-","2.09"
"2023/10/22","01:42","1.842","-","1.96"
"2023/10/22","01:48","1.744","-","1.82"
"2023/10/22","01:54","1.649","-","1.68"
"2023/10/22","02:00","1.559","-","1.54"
"2023/10/22","02:06","1.473","-","1.42"
"2023/10/22","02:12","1.391","-","1.29"
"2023/10/22","02:18","1.313","-","1.2"
"2023/10/22","02:24","1.241","-","1.11"
"2023/10/22","02:30","1.173","-","1"
"2023/10/22","02:36","1.11","-","0.91"
"2023/10/22","02:42","1.053","-","0.84"
"2023/10/22","02:48","1.001","-","0.78"
"2023/10/22","02:54","0.955","-","0.68"
"2023/10/22","03:00","0.915","-","0.59"
"2023/10/22","03:06","0.881","-","0.52"
"2023/10/22","03:12","0.854","-","0.47"
"2023/10/22","03:18","0.833","-","0.45"
"2023/10/22","03:24","0.82","-","0.41"
"2023/10/22","03:30","0.814","-","0.42"
"2023/10/22","03:36","0.815","-","0.37"
"2023/10/22","03:42","0.823","-","0.35"
"2023/10/22","03:48","0.84","-","0.35"
"2023/10/22","03:54","0.864","-","0.4"
"2023/10/22","04:00","0.896","-","0.47"
"2023/10/22","04:06","0.935","-","0.48"
"2023/10/22","04:12","0.983","-","0.5"
"2023/10/22","04:18","1.038","-","0.49"
"2023/10/22","04:24","1.101","-","0.55"
"2023/10/22","04:30","1.172","-","0.64"
"2023/10/22","04:36","1.249","-","0.75"
"2023/10/22","04:42","1.334","-","0.84"
"2023/10/22","04:48","1.425","-","0.92"
"2023/10/22","04:54","1.522","-","0.97"
"2023/10/22","05:00","1.626","-","1.03"
"2023/10/22","05:06","1.734","-","1.09"
"2023/10/22","05:12","1.848","-","1.16"
"2023/10/22","05:18","1.966","-","1.26"
"2023/10/22","05:24","2.089","-","1.41"
"2023/10/22","05:30","2.215","-","1.56"
"2023/10/22","05:36","2.344","-","1.7"
"2023/10/22","05:42","2.475","-","1.8"
"2023/10/22","05:48","2.609","-","1.85"
"2023/10/22","05:54","2.744","-","1.95"
"2023/10/22","06:00","2.881","-","2.1"
"2023/10/22","06:06","3.018","-","2.2"
"2023/10/22","06:12","3.156","-","2.32"
"2023/10/22","06:18","3.293","-","2.43"
"2023/10/22","06:24","3.43","-","2.54"
"2023/10/22","06:30","3.567","-","2.69"
"2023/10/22","06:36","3.702","-","2.87"
"2023/10/22","06:42","3.837","-","3.06"
"2023/10/22","06:48","3.969","-","3.2"
"2023/10/22","06:54","4.1","-","3.24"
"2023/10/22","07:00","4.229","-","3.29"
"2023/10/22","07:06","4.356","-","3.41"
"2023/10/22","07:12","4.48","-","3.59"
"2023/10/22","07:18","4.602","-","3.76"
"2023/10/22","07:24","4.721","-","3.92"
"2023/10/22","07:30","4.838","-","4.07"
"2023/10/22","07:36","4.951","-","4.2"
"2023/10/22","07:42","5.06","-","4.28"
"2023/10/22","07:48","5.167","-","4.43"
"2023/10/22","07:54","5.27","-","4.52"
"2023/10/22","08:00","5.368","-","4.6"
"2023/10/22","08:06","5.463","-","4.69"
"2023/10/22","08:12","5.553","-","4.83"
"2023/10/22","08:18","5.639","-","4.96"
"2023/10/22","08:24","5.72","-","5.11"
"2023/10/22","08:30","5.795","-","5.19"
"2023/10/22","08:36","5.866","-","5.26"
"2023/10/22","08:42","5.93","-","5.31"
"2023/10/22","08:48","5.989","-","5.38"
"2023/10/22","08:54","6.042","-","5.45"
"2023/10/22","09:00","6.088","-","5.49"
"2023/10/22","09:06","6.128","-","5.55"
"2023/10/22","09:12","6.161","-","5.61"
"2023/10/22","09:18","6.187","-","5.68"
"2023/10/22","09:24","6.206","-","5.72"
"2023/10/22","09:30","6.218","-","5.73"
"2023/10/22","09:36","6.223","-","5.71"
"2023/10/22","09:42","6.221","-","5.65"
"2023/10/22","09:48","6.211","-","5.65"
"2023/10/22","09:54","6.194","-","5.63"
"2023/10/22","10:00","6.169","-","5.68"
"2023/10/22","10:06","6.138","-","5.71"
"2023/10/22","10:12","6.099","-","5.71"
"2023/10/22","10:18","6.053","-","5.68"
"2023/10/22","10:24","6.001","-","5.6"
"2023/10/22","10:30","5.943","-","5.52"
"2023/10/22","10:36","5.878","-","5.45"
"2023/10/22","10:42","5.806","-","5.41"
"2023/10/22","10:48","5.73","-","5.39"
"2023/10/22","10:54","5.647","-","5.35"
"2023/10/22","11:00","5.56","-","5.28"
"2023/10/22","11:06","5.468","-","5.18"
"2023/10/22","11:12","5.371","-","5.08"
"2023/10/22","11:18","5.271","-","4.98"
"2023/10/22","11:24","5.166","-","4.88"
"2023/10/22","11:30","5.058","-","4.78"
"2023/10/22","11:36","4.947","-","4.68"
"2023/10/22","11:42","4.833","-","4.57"
"2023/10/22","11:48","4.717","-","4.5"
"2023/10/22","11:54","4.599","-","4.41"
"2023/10/22","12:00","4.48","-","4.3"
"2023/10/22","12:06","4.359","-","4.2"
"2023/10/22","12:12","4.237","-","4.1"
"2023/10/22","12:18","4.115","-","3.99"
"2023/10/22","12:24","3.992","-","3.84"
"2023/10/22","12:30","3.87","-","3.73"
"2023/10/22","12:36","3.748","-","3.62"
"2023/10/22","12:42","3.626","-","3.52"
"2023/10/22","12:48","3.505","-","3.38"
"2023/10/22","12:54","3.386","-","3.28"
"2023/10/22","13:00","3.268","-","3.19"
"2023/10/22","13:06","3.151","-","3.06"
"2023/10/22","13:12","3.037","-","2.87"
"2023/10/22","13:18","2.924","-","2.72"
"2023/10/22","13:24","2.814","-","2.61"
"2023/10/22","13:30","2.706","-","2.49"
"2023/10/22","13:36","2.6","-","2.39"
"2023/10/22","13:42","2.498","-","2.27"
"2023/10/22","13:48","2.398","-","2.19"
"2023/10/22","13:54","2.301","-","2.08"
"2023/10/22","14:00","2.207","-","1.95"
"2023/10/22","14:06","2.116","-","1.84"
"2023/10/22","14:12","2.029","-","1.73"
"2023/10/22","14:18","1.946","-","1.69"
"2023/10/22","14:24","1.866","-","1.65"
"2023/10/22","14:30","1.79","-","1.57"
"2023/10/22","14:36","1.717","-","1.48"
"2023/10/22","14:42","1.65","-","1.39"
"2023/10/22","14:48","1.586","-","1.34"
"2023/10/22","14:54","1.527","-","1.28"
"2023/10/22","15:00","1.473","-","1.2"
"2023/10/22","15:06","1.424","-","1.14"
"2023/10/22","15:12","1.38","-","1.09"
"2023/10/22","15:18","1.342","-","1.05"
"2023/10/22","15:24","1.31","-","1.06"
"2023/10/22","15:30","1.284","-","1.05"
"2023/10/22","15:36","1.264","-","1.02"
"2023/10/22","15:42","1.25","-","0.99"
"2023/10/22","15:48","1.244","-","0.97"
"2023/10/22","15:54","1.244","-","0.95"
"2023/10/22","16:00","1.252","-","0.95"
"2023/10/22","16:06","1.267","-","0.97"
"2023/10/22","16:12","1.29","-","1"
"2023/10/22","16:18","1.32","-","1.05"
"2023/10/22","16:24","1.359","-","1.1"
"2023/10/22","16:30","1.405","-","1.18"
"2023/10/22","16:36","1.459","-","1.26"
"2023/10/22","16:42","1.52","-","1.35"
"2023/10/22","16:48","1.589","-","1.4"
"2023/10/22","16:54","1.666","-","1.48"
"2023/10/22","17:00","1.75","-","1.57"
"2023/10/22","17:06","1.84","-","1.69"
"2023/10/22","17:12","1.938","-","1.78"
"2023/10/22","17:18","2.042","-","1.88"
"2023/10/22","17:24","2.151","-","1.99"
"2023/10/22","17:30","2.266","-","2.1"
"2023/10/22","17:36","2.387","-","2.19"
"2023/10/22","17:42","2.511","-","2.27"
"2023/10/22","17:48","2.64","-","2.36"
"2023/10/22","17:54","2.773","-","2.46"
"2023/10/22","18:00","2.908","-","2.6"
"2023/10/22","18:06","3.046","-","2.71"
"2023/10/22","18:12","3.186","-","2.84"
"2023/10/22","18:18","3.328","-","2.97"
"2023/10/22","18:24","3.471","-","3.09"
"2023/10/22","18:30","3.615","-","3.19"
"2023/10/22","18:36","3.759","-","3.32"
"2023/10/22","18:42","3.902","-","3.5"
"2023/10/22","18:48","4.046","-","3.65"
"2023/10/22","18:54","4.188","-","3.76"
"2023/10/22","19:00","4.329","-","3.86"
"2023/10/22","19:06","4.469","-","4"
"2023/10/22","19:12","4.608","-","4.17"
"2023/10/22","19:18","4.744","-","4.34"
"2023/10/22","19:24","4.878","-","4.5"
"2023/10/22","19:30","5.01","-","4.65"
"2023/10/22","19:36","5.139","-","4.78"
"2023/10/22","19:42","5.265","-","4.9"
"2023/10/22","19:48","5.389","-","5"
"2023/10/22","19:54","5.509","-","5.13"
"2023/10/22","20:00","5.626","-","5.27"
"2023/10/22","20:06","5.74","-","5.39"
"2023/10/22","20:12","5.849","-","5.52"
"2023/10/22","20:18","5.955","-","5.63"
"2023/10/22","20:24","6.057","-","5.69"
"2023/10/22","20:30","6.154","-","5.8"
"2023/10/22","20:36","6.247","-","5.92"
"2023/10/22","20:42","6.334","-","6"
"2023/10/22","20:48","6.417","-","6.08"
"2023/10/22","20:54","6.494","-","6.15"
"2023/10/22","21:00","6.565","-","6.22"
"2023/10/22","21:06","6.631","-","6.28"
"2023/10/22","21:12","6.69","-","6.35"
"2023/10/22","21:18","6.743","-","6.4"
"2023/10/22","21:24","6.79","-","6.46"
"2023/10/22","21:30","6.829","-","6.53"
"2023/10/22","21:36","6.861","-","6.59"
"2023/10/22","21:42","6.887","-","6.58"
"2023/10/22","21:48","6.904","-","6.53"
"2023/10/22","21:54","6.915","-","6.5"
"2023/10/22","22:00","6.917","-","6.55"
"2023/10/22","22:06","6.912","-","6.62"
"2023/10/22","22:12","6.899","-","6.68"
"2023/10/22","22:18","6.879","-","6.67"
"2023/10/22","22:24","6.851","-","6.61"
"2023/10/22","22:30","6.815","-","6.55"
"2023/10/22","22:36","6.772","-","6.5"
"2023/10/22","22:42","6.721","-","6.48"
"2023/10/22","22:48","6.663","-","6.46"
"2023/10/22","22:54","6.598","-","6.42"
"2023/10/22","23:00","6.527","-","6.35"
"2023/10/22","23:06","6.449","-","6.24"
"2023/10/22","23:12","6.364","-","6.17"
"2023/10/22","23:18","6.274","-","6.09"
"2023/10/22","23:24","6.178","-","6"
"2023/10/22","23:30","6.077","-","5.9"
"2023/10/22","23:36","5.97","-","5.78"
"2023/10/22","23:42","5.859","-","5.63"
"2023/10/22","23:48","5.744","-","5.53"
"2023/10/22","23:54","5.624","-","5.43"
"2023/10/23","00:00","5.501","-","5.32"
"2023/10/23","00:06","5.375","-","5.19"
"2023/10/23","00:12","5.245","-","5.06"
"2023/10/23","00:18","5.113","-","4.92"
"2023/10/23","00:24","4.979","-","4.79"
"2023/10/23","00:30","4.843","-","4.69"
"2023/10/23","00:36","4.706","-","4.59"
"2023/10/23","00:42","4.567","-","4.45"
"2023/10/23","00:48","4.427","-","4.27"
"2023/10/23","00:54","4.287","-","4.13"
"2023/10/23","01:00","4.147","-","4.01"
"2023/10/23","01:06","4.006","-","3.88"
"2023/10/23","01:12","3.866","-","3.75"
"2023/10/23","01:18","3.726","-","3.63"
"2023/10/23","01:24","3.587","-","3.48"
"2023/10/23","01:30","3.45","-","3.32"
"2023/10/23","01:36","3.313","-","3.11"
"2023/10/23","01:42","3.178","-","2.94"
"2023/10/23","01:48","3.045","-","2.81"
"2023/10/23","01:54","2.913","-","2.71"
"2023/10/23","02:00","2.783","-","2.59"
"2023/10/23","02:06","2.656","-","2.43"
"2023/10/23","02:12","2.531","-","2.28"
"2023/10/23","02:18","2.409","-","2.14"
"2023/10/23","02:24","2.289","-","2.02"
"2023/10/23","02:30","2.172","-","1.89"
"2023/10/23","02:36","2.058","-","1.77"
"2023/10/23","02:42","1.947","-","1.6"
"2023/10/23","02:48","1.839","-","1.47"
"2023/10/23","02:54","1.735","-","1.37"
"2023/10/23","03:00","1.634","-","1.28"
"2023/10/23","03:06","1.538","-","1.18"
"2023/10/23","03:12","1.446","-","1.06"
"2023/10/23","03:18","1.357","-","0.95"
"2023/10/23","03:24","1.274","-","0.84"
"2023/10/23","03:30","1.196","-","0.76"
"2023/10/23","03:36","1.122","-","0.67"
"2023/10/23","03:42","1.055","-","0.57"
"2023/10/23","03:48","0.992","-","0.48"
"2023/10/23","03:54","0.937","-","0.43"
"2023/10/23","04:00","0.887","-","0.37"
"2023/10/23","04:06","0.844","-","0.34"
"2023/10/23","04:12","0.808","-","0.29"
"2023/10/23","04:18","0.779","-","0.27"
"2023/10/23","04:24","0.758","-","0.22"
"2023/10/23","04:30","0.745","-","0.19"
"2023/10/23","04:36","0.739","-","0.19"
"2023/10/23","04:42","0.742","-","0.16"
"2023/10/23","04:48","0.752","-","0.16"
"2023/10/23","04:54","0.771","-","0.18"
"2023/10/23","05:00","0.799","-","0.28"
"2023/10/23","05:06","0.834","-","0.34"
"2023/10/23","05:12","0.878","-","0.39"
"2023/10/23","05:18","0.93","-","0.39"
"2023/10/23","05:24","0.991","-","0.45"
"2023/10/23","05:30","1.059","-","0.51"
"2023/10/23","05:36","1.134","-","0.61"
"2023/10/23","05:42","1.217","-","0.7"
"2023/10/23","05:48","1.306","-","0.79"
"2023/10/23","05:54","1.402","-","0.9"
"2023/10/23","06:00","1.504","-","1"
"2023/10/23","06:06","1.612","-","1.12"
"2023/10/23","06:12","1.725","-","1.23"
"2023/10/23","06:18","1.843","-","1.35"
"2023/10/23","06:24","1.965","-","1.47"
"2023/10/23","06:30","2.091","-","1.59"
"2023/10/23","06:36","2.22","-","1.74"
"2023/10/23","06:42","2.352","-","1.89"
"2023/10/23","06:48","2.487","-","2.04"
"2023/10/23","06:54","2.623","-","2.17"
"2023/10/23","07:00","2.761","-","2.29"
"2023/10/23","07:06","2.9","-","2.42"
"2023/10/23","07:12","3.04","-","2.58"
"2023/10/23","07:18","3.18","-","2.74"
"2023/10/23","07:24","3.321","-","2.91"
"2023/10/23","07:30","3.461","-","3.07"
"2023/10/23","07:36","3.601","-","3.21"
"2023/10/23","07:42","3.741","-","3.36"
"2023/10/23","07:48","3.879","-","3.5"
"2023/10/23","07:54","4.016","-","3.66"
"2023/10/23","08:00","4.152","-","3.84"
"2023/10/23","08:06","4.287","-","4"
"2023/10/23","08:12","4.419","-","4.17"
"2023/10/23","08:18","4.55","-","4.32"
"2023/10/23","08:24","4.678","-","4.47"
"2023/10/23","08:30","4.804","-","4.59"
"2023/10/23","08:36","4.927","-","4.71"
"2023/10/23","08:42","5.047","-","4.81"
"2023/10/23","08:48","5.165","-","4.94"
"2023/10/23","08:54","5.278","-","5.08"
"2023/10/23","09:00","5.388","-","5.21"
"2023/10/23","09:06","5.495","-","5.34"
"2023/10/23","09:12","5.596","-","5.46"
"2023/10/23","09:18","5.694","-","5.56"
"2023/10/23","09:24","5.786","-","5.67"
"2023/10/23","09:30","5.873","-","5.77"
"2023/10/23","09:36","5.955","-","5.85"
"2023/10/23","09:42","6.03","-","5.96"
"2023/10/23","09:48","6.1","-","6.04"
"2023/10/23","09:54","6.164","-","6.13"
"2023/10/23","10:00","6.22","-","6.21"
"2023/10/23","10:06","6.27","-","6.27"
"2023/10/23","10:12","6.313","-","6.31"
"2023/10/23","10:18","6.349","-","6.38"
"2023/10/23","10:24","6.377","-","6.42"
"2023/10/23","10:30","6.398","-","6.44"
"2023/10/23","10:36","6.411","-","6.46"
"2023/10/23","10:42","6.417","-","6.49"
"2023/10/23","10:48","6.415","-","6.5"
"2023/10/23","10:54","6.405","-","6.5"
"2023/10/23","11:00","6.388","-","6.47"
"2023/10/23","11:06","6.363","-","6.46"
"2023/10/23","11:12","6.331","-","6.46"
"2023/10/23","11:18","6.292","-","6.42"
"2023/10/23","11:24","6.245","-","6.38"
"2023/10/23","11:30","6.192","-","6.33"
"2023/10/23","11:36","6.132","-","6.27"
"2023/10/23","11:42","6.066","-","6.22"
"2023/10/23","11:48","5.993","-","6.15"
"2023/10/23","11:54","5.915","-","6.07"
"2023/10/23","12:00","5.831","-","6"
"2023/10/23","12:06","5.742","-","5.89"
"2023/10/23","12:12","5.647","-","5.8"
"2023/10/23","12:18","5.549","-","5.69"
"2023/10/23","12:24","5.446","-","5.62"
"2023/10/23","12:30","5.339","-","5.54"
"2023/10/23","12:36","5.229","-","5.44"
"2023/10/23","12:42","5.115","-","5.33"
"2023/10/23","12:48","4.998","-","5.21"
"2023/10/23","12:54","4.879","-","5.1"
"2023/10/23","13:00","4.758","-","4.97"
"2023/10/23","13:06","4.634","-","4.85"
"2023/10/23","13:12","4.51","-","4.74"
"2023/10/23","13:18","4.383","-","4.64"
"2023/10/23","13:24","4.256","-","4.54"
"2023/10/23","13:30","4.129","-","4.38"
"2023/10/23","13:36","4","-","4.22"
"2023/10/23","13:42","3.872","-","4.09"
"2023/10/23","13:48","3.744","-","3.96"
"2023/10/23","13:54","3.617","-","3.85"
"2023/10/23","14:00","3.49","-","3.71"
"2023/10/23","14:06","3.363","-","3.56"
"2023/10/23","14:12","3.238","-","3.42"
"2023/10/23","14:18","3.115","-","3.32"
"2023/10/23","14:24","2.992","-","3.19"
"2023/10/23","14:30","2.872","-","3.07"
"2023/10/23","14:36","2.753","-","2.95"
"2023/10/23","14:42","2.636","-","2.82"
"2023/10/23","14:48","2.522","-","2.73"
"2023/10/23","14:54","2.41","-","2.63"
"2023/10/23","15:00","2.3","-","2.51"
"2023/10/23","15:06","2.194","-","2.39"
"2023/10/23","15:12","2.09","-","2.25"
"2023/10/23","15:18","1.989","-","2.14"
"2023/10/23","15:24","1.892","-","2.04"
"2023/10/23","15:30","1.799","-","1.98"
"2023/10/23","15:36","1.709","-","1.9"
"2023/10/23","15:42","1.623","-","1.8"
"2023/10/23","15:48","1.542","-","1.71"
"2023/10/23","15:54","1.466","-","1.64"
"2023/10/23","16:00","1.395","-","1.57"
"2023/10/23","16:06","1.329","-","1.53"
"2023/10/23","16:12","1.268","-","1.47"
"2023/10/23","16:18","1.214","-","1.43"
"2023/10/23","16:24","1.166","-","1.4"
"2023/10/23","16:30","1.124","-","1.37"
"2023/10/23","16:36","1.089","-","1.34"
"2023/10/23","16:42","1.062","-","1.28"
"2023/10/23","16:48","1.042","-","1.24"
"2023/10/23","16:54","1.03","-","1.24"
"2023/10/23","17:00","1.025","-","1.26"
"2023/10/23","17:06","1.029","-","1.3"
"2023/10/23","17:12","1.042","-","1.3"
"2023/10/23","17:18","1.062","-","1.31"
"2023/10/23","17:24","1.091","-","1.32"
"2023/10/23","17:30","1.129","-","1.37"
"2023/10/23","17:36","1.175","-","1.44"
"2023/10/23","17:42","1.229","-","1.5"
"2023/10/23","17:48","1.292","-","1.57"
"2023/10/23","17:54","1.362","-","1.62"
"2023/10/23","18:00","1.44","-","1.67"
"2023/10/23","18:06","1.526","-","1.8"
"2023/10/23","18:12","1.619","-","1.91"
"2023/10/23","18:18","1.718","-","2.03"
"2023/10/23","18:24","1.824","-","2.11"
"2023/10/23","18:30","1.936","-","2.24"
"2023/10/23","18:36","2.053","-","2.35"
"2023/10/23","18:42","2.176","-","2.48"
"2023/10/23","18:48","2.302","-","2.61"
"2023/10/23","18:54","2.433","-","2.76"
"2023/10/23","19:00","2.568","-","2.92"
"2023/10/23","19:06","2.705","-","3.06"
"2023/10/23","19:12","2.845","-","3.2"
"2023/10/23","19:18","2.987","-","3.35"
"2023/10/23","19:24","3.131","-","3.48"
"2023/10/23","19:30","3.277","-","3.64"
"2023/10/23","19:36","3.423","-","3.81"
"2023/10/23","19:42","3.57","-","3.97"
"2023/10/23","19:48","3.717","-","4.14"
"2023/10/23","19:54","3.865","-","4.31"
"2023/10/23","20:00","4.011","-","4.48"
"2023/10/23","20:06","4.158","-","4.65"
"2023/10/23","20:12","4.303","-","4.8"
"2023/10/23","20:18","4.447","-","4.97"
"2023/10/23","20:24","4.59","-","5.13"
"2023/10/23","20:30","4.731","-","5.3"
"2023/10/23","20:36","4.871","-","5.47"
"2023/10/23","20:42","5.008","-","5.63"
"2023/10/23","20:48","5.144","-","5.78"
"2023/10/23","20:54","5.276","-","5.93"
"2023/10/23","21:00","5.406","-","6.08"
"2023/10/23","21:06","5.533","-","6.25"
"2023/10/23","21:12","5.657","-","6.39"
"2023/10/23","21:18","5.777","-","6.5"
"2023/10/23","21:24","5.894","-","6.62"
"2023/10/23","21:30","6.006","-","6.74"
"2023/10/23","21:36","6.113","-","6.86"
"2023/10/23","21:42","6.216","-","6.98"
"2023/10/23","21:48","6.314","-","7.07"
"2023/10/23","21:54","6.407","-","7.19"
"2023/10/23","22:00","6.493","-","7.3"
"2023/10/23","22:06","6.574","-","7.39"
"2023/10/23","22:12","6.648","-","7.48"
